Date,Resting heart rate,Breaths per minute (during sleep),HRV-status,DeepSleep,Restless moments,Duration (mins),Steps,Calories,Weight (in kilograms),Max HR,Run (kms),Ride (kms),Minutes intense exercise,AvgTemp_C,MinTemp_C,MaxTemp_C,Humidity_Max,Humidity_Avg,Humidity_Min,WindSpeed_Max,WindSpeed_Avg,WindSpeed_Min,Pressure_Max,Pressure_Avg,Pressure_Min,Precipitation_mm,DayOfWeek,IsWeekend,HR_Recovery_Score,Temp_Comfort_Index,Humidity_Comfort_Index,Weather_Stability,HRV_HR_Ratio,Breathing_Sleep_Quality,BedTimeSin,BedTimeCos,WakeTimeSin,WakeTimeCos,SunsetSin,SunsetCos,SunriseSin,SunriseCos,MinutesAfterSunset,BedtimeCategory_Early,BedtimeCategory_Late,BedtimeCategory_On Time,Heat_Stress_Effort,Sleep_Fragmentation
2025-01-11,60,13,35,70,46,294,9621,3015,75.7,156,2.0,4.0,99,0.7,-4.0,7.0,100.0,89.9,71.0,20.0,7.2,0.0,1033.5,1027.2,1021.5,0.4,5,1,40,6.166666666666671,26.06666666666669,44.80640133735314,0.5833333333333334,3.530769230769231,0.48098876891938763,0.8767267557075077,0.9659258262890683,-0.25881904510252085,-0.9550199444571866,-0.29654157497557104,0.748955720789002,-0.6626200482157376,544,False,True,False,693.0,0.1564625850340136
2025-01-12,55,12,34,103,46,464,8236,2393,76.2,112,0.0,0.0,9,2.8,0.0,7.0,100.0,85.9,66.0,11.0,5.6,2.0,1042.5,1038.7,1033.5,0.0,6,1,45,16.33333333333333,32.06666666666666,64.76743930206983,0.6181818181818182,5.1000000000000005,-0.2206974350215017,0.9753423205085126,0.9659258262890683,-0.25881904510252085,-0.9563047559630353,-0.2923717047227371,0.7518398074789774,-0.6593458151000688,377,False,True,False,63.0,0.09913793103448276
2025-01-13,54,13,34,103,46,659,10670,3318,76.45,150,0.0,4.8,79,0.9,-2.0,5.0,100.0,86.3,65.0,20.0,11.0,2.0,1042.5,1040.8,1036.5,0.0,0,0,46,6.5,32.46666666666667,64.82898920986204,0.6296296296296297,4.738461538461539,-0.9081431738250815,0.4186597375374277,0.964787323828813,-0.2630312144579746,-0.958819734868193,-0.28401534470392265,0.7547095802227719,-0.6560590289905075,165,True,False,False,395.0,0.06980273141122914
2025-01-14,60,12,34,61,46,387,11209,3522,76.7,167,3.0,15.56,137,4.0,-1.0,8.0,100.0,91.3,80.0,30.0,15.9,7.0,1036.5,1033.8,1032.5,0.5,1,0,40,18.333333333333343,19.13333333333333,54.90750247177105,0.5666666666666667,4.233333333333333,0.03053851320982266,0.9995335908367129,0.964787323828813,-0.2630312144579746,-0.9600498543859286,-0.27982901403099236,0.7575649843840495,-0.6527597524627226,432,False,True,False,1096.0,0.11886304909560723
2025-01-15,52,12,34,65,46,467,9254,3271,76.7,136,0.0,18.68,105,6.9,5.0,8.0,100.0,98.8,93.0,11.0,6.2,2.0,1035.5,1033.7,1032.5,0.0,2,0,48,33.16666666666666,5.466666666666669,84.82326341622372,0.6538461538461539,4.866666666666667,-0.26303121445797534,0.9647873238288128,0.964787323828813,-0.2630312144579746,-0.9624552364536473,-0.2714404498650742,0.760405965600031,-0.6494480483301835,362,False,False,True,840.0,0.09850107066381156
2025-01-16,55,11,34,53,46,474,12215,3157,75.7,169,3.0,8.0,125,4.3,2.0,7.0,100.0,99.0,93.0,20.0,10.8,0.0,1037.5,1036.4,1034.5,0.0,3,0,45,22.16666666666667,5.333333333333343,74.97334754040537,0.6181818181818182,5.672727272727273,-0.2588190451025207,0.9659258262890683,0.964787323828813,-0.2630312144579746,-0.963630453208623,-0.26723837607825707,0.760405965600031,-0.6494480483301835,362,False,False,True,875.0,0.0970464135021097
2025-01-17,57,13,34,60,46,481,13854,3187,75.9,158,0.0,4.0,124,0.6,0.0,1.0,100.0,100.0,100.0,17.0,8.9,2.0,1038.5,1037.2,1036.5,0.0,4,0,43,2.6666666666666714,0.0,94.96677704315285,0.5964912280701754,4.676923076923076,-0.3090169943749477,0.9510565162951535,0.9713420698132614,-0.237685892326173,-0.9659258262890683,-0.25881904510252063,0.763232469782529,-0.6461239796429636,348,False,False,True,124.0,0.09563409563409564
2025-01-18,60,12,35,38,46,423,12014,3188,76.9,136,0.0,7.91,89,-1.0,-2.0,0.0,100.0,99.4,93.0,15.0,9.1,2.0,1036.5,1031.8,1027.5,0.0,5,1,40,-5.0,5.066666666666691,90.0,0.5833333333333334,4.691666666666666,-0.22495105434386534,0.9743700647852351,0.9965655024977614,-0.08280820751220423,-0.9681476403781076,-0.25038000405444183,0.766044443118978,-0.6427876096865394,366,False,False,True,0.0,0.10874704491725769
2025-01-19,52,12,35,49,46,573,10168,2480,77.2,107,0.0,0.0,15,-0.7,-1.0,0.0,100.0,96.3,93.0,11.0,6.1,2.0,1027.5,1023.6,1021.5,0.0,6,1,48,-2.8333333333333286,7.133333333333326,94.86839856055312,0.6730769230769231,4.691666666666666,-0.31316380648375036,0.9496991262018767,0.7431448254773942,-0.6691306063588582,-0.9692309097067544,-0.24615329302899286,0.7716245833877202,-0.6360782202777637,344,False,False,True,0.0,0.08027923211169284
2025-01-20,55,12,35,44,46,484,12384,2857,77.2,172,3.0,0.0,63,0.3,-1.0,1.0,100.0,95.0,93.0,17.0,12.5,0.0,1021.5,1019.3,1018.5,0.0,0,0,45,0.5,8.0,89.85110843490779,0.6363636363636364,5.158333333333334,-0.267238376078258,0.9636304532086227,0.9624552364536473,-0.2714404498650742,-0.9713420698132613,-0.23768589232617343,0.7743926440821857,-0.632705328562516,353,False,False,True,63.0,0.09504132231404959
2025-01-21,57,12,36,75,46,461,9945,4217,77.4,158,0.0,24.45,262,0.3,0.0,1.0,100.0,98.8,93.0,20.0,14.7,9.0,1018.5,1015.9,1011.5,0.0,1,0,43,2.1666666666666714,5.466666666666669,94.86839856055312,0.631578947368421,5.083333333333333,-0.32143946530316186,0.9469301294951056,0.964787323828813,-0.2630312144579746,-0.9733792584604485,-0.22920039092241418,0.777145961456971,-0.6293203910498373,338,False,False,True,262.0,0.09978308026030369
2025-01-22,60,12,36,54,46,402,9028,3258,78.2,161,1.0,14.56,103,1.8,-1.0,4.0,100.0,96.8,87.0,15.0,9.2,6.0,1011.5,1004.4,999.5,4.4,2,0,40,8.0,10.799999999999985,74.94007182771666,0.6,4.283333333333333,-0.07845909572784562,0.996917333733128,0.9713420698132614,-0.237685892326173,-0.9753423205085126,-0.22069743502150163,0.7798844830928817,-0.6259234721840591,393,False,True,False,412.0,0.11442786069651742
2025-01-23,60,13,35,50,46,453,8722,2984,78.2,154,0.0,0.0,72,5.5,4.0,7.0,100.0,88.3,81.0,33.0,22.2,7.0,1005.5,1002.2,998.5,3.1,3,0,40,27.5,20.46666666666667,85.0,0.5833333333333334,4.3307692307692305,-0.20791169081775987,0.9781476007338056,0.964787323828813,-0.2630312144579746,-0.9762960071199334,-0.21643961393810282,0.782608156852414,-0.6225146366376194,362,False,False,True,504.0,0.10154525386313466
