Date,Sleep score,Resting heart rate,Body Battery,Breaths per minute (during sleep),HRV-status,Deep sleep (mins),REM sleep (mins),Restless moments,Duration (mins),Bed-time,Wakeup-time,Steps,Calories,Weight (in kilograms),Max HR,Run (kms),Ride (kms),Minutes intense exercise,AvgTemp_C,MinTemp_C,MaxTemp_C,Sunrise,Sunset,Humidity_Max,Humidity_Avg,Humidity_Min,WindSpeed_Max,WindSpeed_Avg,WindSpeed_Min,Pressure_Max,Pressure_Avg,Pressure_Min,Precipitation_mm,Sleep score_roll1_mean,Resting heart rate_roll1_mean,Body Battery_roll1_mean,Breaths per minute (during sleep)_roll1_mean,HRV-status_roll1_mean,Deep sleep (mins)_roll1_mean,REM sleep (mins)_roll1_mean,Restless moments_roll1_mean,Duration (mins)_roll1_mean,Steps_roll1_mean,Calories_roll1_mean,Weight (in kilograms)_roll1_mean,Max HR_roll1_mean,Run (kms)_roll1_mean,Ride (kms)_roll1_mean,Minutes intense exercise_roll1_mean,AvgTemp_C_roll1_mean,MinTemp_C_roll1_mean,MaxTemp_C_roll1_mean,Humidity_Max_roll1_mean,Humidity_Avg_roll1_mean,Humidity_Min_roll1_mean,WindSpeed_Max_roll1_mean,WindSpeed_Avg_roll1_mean,WindSpeed_Min_roll1_mean,Pressure_Max_roll1_mean,Pressure_Avg_roll1_mean,Pressure_Min_roll1_mean,Precipitation_mm_roll1_mean,Sleep score_roll2_mean,Resting heart rate_roll2_mean,Body Battery_roll2_mean,Breaths per minute (during sleep)_roll2_mean,HRV-status_roll2_mean,Deep sleep (mins)_roll2_mean,REM sleep (mins)_roll2_mean,Restless moments_roll2_mean,Duration (mins)_roll2_mean,Steps_roll2_mean,Calories_roll2_mean,Weight (in kilograms)_roll2_mean,Max HR_roll2_mean,Run (kms)_roll2_mean,Ride (kms)_roll2_mean,Minutes intense exercise_roll2_mean,AvgTemp_C_roll2_mean,MinTemp_C_roll2_mean,MaxTemp_C_roll2_mean,Humidity_Max_roll2_mean,Humidity_Avg_roll2_mean,Humidity_Min_roll2_mean,WindSpeed_Max_roll2_mean,WindSpeed_Avg_roll2_mean,WindSpeed_Min_roll2_mean,Pressure_Max_roll2_mean,Pressure_Avg_roll2_mean,Pressure_Min_roll2_mean,Precipitation_mm_roll2_mean,Sleep score_roll3_mean,Resting heart rate_roll3_mean,Body Battery_roll3_mean,Breaths per minute (during sleep)_roll3_mean,HRV-status_roll3_mean,Deep sleep (mins)_roll3_mean,REM sleep (mins)_roll3_mean,Restless moments_roll3_mean,Duration (mins)_roll3_mean,Steps_roll3_mean,Calories_roll3_mean,Weight (in kilograms)_roll3_mean,Max HR_roll3_mean,Run (kms)_roll3_mean,Ride (kms)_roll3_mean,Minutes intense exercise_roll3_mean,AvgTemp_C_roll3_mean,MinTemp_C_roll3_mean,MaxTemp_C_roll3_mean,Humidity_Max_roll3_mean,Humidity_Avg_roll3_mean,Humidity_Min_roll3_mean,WindSpeed_Max_roll3_mean,WindSpeed_Avg_roll3_mean,WindSpeed_Min_roll3_mean,Pressure_Max_roll3_mean,Pressure_Avg_roll3_mean,Pressure_Min_roll3_mean,Precipitation_mm_roll3_mean,Sleep score_roll4_mean,Resting heart rate_roll4_mean,Body Battery_roll4_mean,Breaths per minute (during sleep)_roll4_mean,HRV-status_roll4_mean,Deep sleep (mins)_roll4_mean,REM sleep (mins)_roll4_mean,Restless moments_roll4_mean,Duration (mins)_roll4_mean,Steps_roll4_mean,Calories_roll4_mean,Weight (in kilograms)_roll4_mean,Max HR_roll4_mean,Run (kms)_roll4_mean,Ride (kms)_roll4_mean,Minutes intense exercise_roll4_mean,AvgTemp_C_roll4_mean,MinTemp_C_roll4_mean,MaxTemp_C_roll4_mean,Humidity_Max_roll4_mean,Humidity_Avg_roll4_mean,Humidity_Min_roll4_mean,WindSpeed_Max_roll4_mean,WindSpeed_Avg_roll4_mean,WindSpeed_Min_roll4_mean,Pressure_Max_roll4_mean,Pressure_Avg_roll4_mean,Pressure_Min_roll4_mean,Precipitation_mm_roll4_mean,Sleep score_roll5_mean,Resting heart rate_roll5_mean,Body Battery_roll5_mean,Breaths per minute (during sleep)_roll5_mean,HRV-status_roll5_mean,Deep sleep (mins)_roll5_mean,REM sleep (mins)_roll5_mean,Restless moments_roll5_mean,Duration (mins)_roll5_mean,Steps_roll5_mean,Calories_roll5_mean,Weight (in kilograms)_roll5_mean,Max HR_roll5_mean,Run (kms)_roll5_mean,Ride (kms)_roll5_mean,Minutes intense exercise_roll5_mean,AvgTemp_C_roll5_mean,MinTemp_C_roll5_mean,MaxTemp_C_roll5_mean,Humidity_Max_roll5_mean,Humidity_Avg_roll5_mean,Humidity_Min_roll5_mean,WindSpeed_Max_roll5_mean,WindSpeed_Avg_roll5_mean,WindSpeed_Min_roll5_mean,Pressure_Max_roll5_mean,Pressure_Avg_roll5_mean,Pressure_Min_roll5_mean,Precipitation_mm_roll5_mean,Sleep score_roll6_mean,Resting heart rate_roll6_mean,Body Battery_roll6_mean,Breaths per minute (during sleep)_roll6_mean,HRV-status_roll6_mean,Deep sleep (mins)_roll6_mean,REM sleep (mins)_roll6_mean,Restless moments_roll6_mean,Duration (mins)_roll6_mean,Steps_roll6_mean,Calories_roll6_mean,Weight (in kilograms)_roll6_mean,Max HR_roll6_mean,Run (kms)_roll6_mean,Ride (kms)_roll6_mean,Minutes intense exercise_roll6_mean,AvgTemp_C_roll6_mean,MinTemp_C_roll6_mean,MaxTemp_C_roll6_mean,Humidity_Max_roll6_mean,Humidity_Avg_roll6_mean,Humidity_Min_roll6_mean,WindSpeed_Max_roll6_mean,WindSpeed_Avg_roll6_mean,WindSpeed_Min_roll6_mean,Pressure_Max_roll6_mean,Pressure_Avg_roll6_mean,Pressure_Min_roll6_mean,Precipitation_mm_roll6_mean,Sleep score_roll7_mean,Resting heart rate_roll7_mean,Body Battery_roll7_mean,Breaths per minute (during sleep)_roll7_mean,HRV-status_roll7_mean,Deep sleep (mins)_roll7_mean,REM sleep (mins)_roll7_mean,Restless moments_roll7_mean,Duration (mins)_roll7_mean,Steps_roll7_mean,Calories_roll7_mean,Weight (in kilograms)_roll7_mean,Max HR_roll7_mean,Run (kms)_roll7_mean,Ride (kms)_roll7_mean,Minutes intense exercise_roll7_mean,AvgTemp_C_roll7_mean,MinTemp_C_roll7_mean,MaxTemp_C_roll7_mean,Humidity_Max_roll7_mean,Humidity_Avg_roll7_mean,Humidity_Min_roll7_mean,WindSpeed_Max_roll7_mean,WindSpeed_Avg_roll7_mean,WindSpeed_Min_roll7_mean,Pressure_Max_roll7_mean,Pressure_Avg_roll7_mean,Pressure_Min_roll7_mean,Precipitation_mm_roll7_mean
2025-02-21,85,58,59,12,34,69,99,56,525,11:10 PM,8:01 AM,8492,3006,81.5,124,0.0,6.29,27,13.0,9,17,07:43,18:05,94,77.2,59,30,21.7,15,1019.5,1016.0,1012.5,1.0,85.0,58.0,59.0,12.0,34.0,69.0,99.0,56.0,525.0,8492.0,3006.0,81.5,124.0,0.0,6.29,27.0,13.0,9.0,17.0,94.0,77.2,59.0,30.0,21.7,15.0,1019.5,1016.0,1012.5,1.0,85.0,58.0,59.0,12.0,34.0,69.0,99.0,56.0,525.0,8492.0,3006.0,81.5,124.0,0.0,6.29,27.0,13.0,9.0,17.0,94.0,77.2,59.0,30.0,21.7,15.0,1019.5,1016.0,1012.5,1.0,85.0,58.0,59.0,12.0,34.0,69.0,99.0,56.0,525.0,8492.0,3006.0,81.5,124.0,0.0,6.29,27.0,13.0,9.0,17.0,94.0,77.2,59.0,30.0,21.7,15.0,1019.5,1016.0,1012.5,1.0,85.0,58.0,59.0,12.0,34.0,69.0,99.0,56.0,525.0,8492.0,3006.0,81.5,124.0,0.0,6.29,27.0,13.0,9.0,17.0,94.0,77.2,59.0,30.0,21.7,15.0,1019.5,1016.0,1012.5,1.0,85.0,58.0,59.0,12.0,34.0,69.0,99.0,56.0,525.0,8492.0,3006.0,81.5,124.0,0.0,6.29,27.0,13.0,9.0,17.0,94.0,77.2,59.0,30.0,21.7,15.0,1019.5,1016.0,1012.5,1.0,85.0,58.0,59.0,12.0,34.0,69.0,99.0,56.0,525.0,8492.0,3006.0,81.5,124.0,0.0,6.29,27.0,13.0,9.0,17.0,94.0,77.2,59.0,30.0,21.7,15.0,1019.5,1016.0,1012.5,1.0,85.0,58.0,59.0,12.0,34.0,69.0,99.0,56.0,525.0,8492.0,3006.0,81.5,124.0,0.0,6.29,27.0,13.0,9.0,17.0,94.0,77.2,59.0,30.0,21.7,15.0,1019.5,1016.0,1012.5,1.0
2025-02-22,78,59,50,12,34,65,62,42,473,11:30 PM,7:32 AM,11242,2971,81.5,159,0.0,0.0,58,10.0,6,13,07:41,18:07,100,90.9,72,26,19.0,13,1022.5,1013.9,1010.5,1.9,78.0,59.0,50.0,12.0,34.0,65.0,62.0,42.0,473.0,11242.0,2971.0,81.5,159.0,0.0,0.0,58.0,10.0,6.0,13.0,100.0,90.9,72.0,26.0,19.0,13.0,1022.5,1013.9,1010.5,1.9,81.5,58.5,54.5,12.0,34.0,67.0,80.5,49.0,499.0,9867.0,2988.5,81.5,141.5,0.0,3.145,42.5,11.5,7.5,15.0,97.0,84.05000000000001,65.5,28.0,20.35,14.0,1021.0,1014.95,1011.5,1.45,81.5,58.5,54.5,12.0,34.0,67.0,80.5,49.0,499.0,9867.0,2988.5,81.5,141.5,0.0,3.145,42.5,11.5,7.5,15.0,97.0,84.05000000000001,65.5,28.0,20.35,14.0,1021.0,1014.95,1011.5,1.45,81.5,58.5,54.5,12.0,34.0,67.0,80.5,49.0,499.0,9867.0,2988.5,81.5,141.5,0.0,3.145,42.5,11.5,7.5,15.0,97.0,84.05000000000001,65.5,28.0,20.35,14.0,1021.0,1014.95,1011.5,1.45,81.5,58.5,54.5,12.0,34.0,67.0,80.5,49.0,499.0,9867.0,2988.5,81.5,141.5,0.0,3.145,42.5,11.5,7.5,15.0,97.0,84.05000000000001,65.5,28.0,20.35,14.0,1021.0,1014.95,1011.5,1.45,81.5,58.5,54.5,12.0,34.0,67.0,80.5,49.0,499.0,9867.0,2988.5,81.5,141.5,0.0,3.145,42.5,11.5,7.5,15.0,97.0,84.05000000000001,65.5,28.0,20.35,14.0,1021.0,1014.95,1011.5,1.45,81.5,58.5,54.5,12.0,34.0,67.0,80.5,49.0,499.0,9867.0,2988.5,81.5,141.5,0.0,3.145,42.5,11.5,7.5,15.0,97.0,84.05000000000001,65.5,28.0,20.35,14.0,1021.0,1014.95,1011.5,1.45
2025-02-23,76,58,60,12,38,45,91,58,492,11:45 PM,8:31 AM,8072,2845,81.5,129,0.0,6.29,38,9.6,5,14,07:39,18:08,100,83.6,62,31,20.8,11,1027.5,1024.3,1020.5,0.0,76.0,58.0,60.0,12.0,38.0,45.0,91.0,58.0,492.0,8072.0,2845.0,81.5,129.0,0.0,6.29,38.0,9.6,5.0,14.0,100.0,83.6,62.0,31.0,20.8,11.0,1027.5,1024.3,1020.5,0.0,77.0,58.5,55.0,12.0,36.0,55.0,76.5,50.0,482.5,9657.0,2908.0,81.5,144.0,0.0,3.145,48.0,9.8,5.5,13.5,100.0,87.25,67.0,28.5,19.9,12.0,1025.0,1019.0999999999999,1015.5,0.95,79.66666666666667,58.333333333333336,56.333333333333336,12.0,35.333333333333336,59.666666666666664,84.0,52.0,496.6666666666667,9268.666666666666,2940.6666666666665,81.5,137.33333333333334,0.0,4.193333333333333,41.0,10.866666666666667,6.666666666666667,14.666666666666666,98.0,83.89999999999999,64.33333333333333,29.0,20.5,13.0,1023.1666666666666,1018.0666666666666,1014.5,0.9666666666666667,79.66666666666667,58.333333333333336,56.333333333333336,12.0,35.333333333333336,59.666666666666664,84.0,52.0,496.6666666666667,9268.666666666666,2940.6666666666665,81.5,137.33333333333334,0.0,4.193333333333333,41.0,10.866666666666667,6.666666666666667,14.666666666666666,98.0,83.89999999999999,64.33333333333333,29.0,20.5,13.0,1023.1666666666666,1018.0666666666666,1014.5,0.9666666666666667,79.66666666666667,58.333333333333336,56.333333333333336,12.0,35.333333333333336,59.666666666666664,84.0,52.0,496.6666666666667,9268.666666666666,2940.6666666666665,81.5,137.33333333333334,0.0,4.193333333333333,41.0,10.866666666666667,6.666666666666667,14.666666666666666,98.0,83.89999999999999,64.33333333333333,29.0,20.5,13.0,1023.1666666666666,1018.0666666666666,1014.5,0.9666666666666667,79.66666666666667,58.333333333333336,56.333333333333336,12.0,35.333333333333336,59.666666666666664,84.0,52.0,496.6666666666667,9268.666666666666,2940.6666666666665,81.5,137.33333333333334,0.0,4.193333333333333,41.0,10.866666666666667,6.666666666666667,14.666666666666666,98.0,83.89999999999999,64.33333333333333,29.0,20.5,13.0,1023.1666666666666,1018.0666666666666,1014.5,0.9666666666666667,79.66666666666667,58.333333333333336,56.333333333333336,12.0,35.333333333333336,59.666666666666664,84.0,52.0,496.6666666666667,9268.666666666666,2940.6666666666665,81.5,137.33333333333334,0.0,4.193333333333333,41.0,10.866666666666667,6.666666666666667,14.666666666666666,98.0,83.89999999999999,64.33333333333333,29.0,20.5,13.0,1023.1666666666666,1018.0666666666666,1014.5,0.9666666666666667
2025-02-24,81,57,49,12,38,57,80,48,515,10:50 PM,7:30 AM,10462,3452,81.5,169,0.0,14.13,113,10.4,9,12,07:37,18:10,100,83.3,67,33,27.6,19,1020.5,1014.8,1012.5,5.2,81.0,57.0,49.0,12.0,38.0,57.0,80.0,48.0,515.0,10462.0,3452.0,81.5,169.0,0.0,14.13,113.0,10.4,9.0,12.0,100.0,83.3,67.0,33.0,27.6,19.0,1020.5,1014.8,1012.5,5.2,78.5,57.5,54.5,12.0,38.0,51.0,85.5,53.0,503.5,9267.0,3148.5,81.5,149.0,0.0,10.21,75.5,10.0,7.0,13.0,100.0,83.44999999999999,64.5,32.0,24.200000000000003,15.0,1024.0,1019.5499999999998,1016.5,2.6,78.33333333333333,58.0,53.0,12.0,36.666666666666664,55.666666666666664,77.66666666666667,49.333333333333336,493.3333333333333,9925.333333333334,3089.3333333333335,81.5,152.33333333333334,0.0,6.8066666666666675,69.66666666666667,10.0,6.666666666666667,13.0,100.0,85.93333333333334,67.0,30.0,22.46666666666667,14.333333333333334,1023.5,1017.6666666666666,1014.5,2.3666666666666667,80.0,58.0,54.5,12.0,36.0,59.0,83.0,51.0,501.25,9567.0,3068.5,81.5,145.25,0.0,6.6775,59.0,10.75,7.25,14.0,98.5,83.75,65.0,30.0,22.275,14.5,1022.5,1017.25,1014.0,2.025,80.0,58.0,54.5,12.0,36.0,59.0,83.0,51.0,501.25,9567.0,3068.5,81.5,145.25,0.0,6.6775,59.0,10.75,7.25,14.0,98.5,83.75,65.0,30.0,22.275,14.5,1022.5,1017.25,1014.0,2.025,80.0,58.0,54.5,12.0,36.0,59.0,83.0,51.0,501.25,9567.0,3068.5,81.5,145.25,0.0,6.6775,59.0,10.75,7.25,14.0,98.5,83.75,65.0,30.0,22.275,14.5,1022.5,1017.25,1014.0,2.025,80.0,58.0,54.5,12.0,36.0,59.0,83.0,51.0,501.25,9567.0,3068.5,81.5,145.25,0.0,6.6775,59.0,10.75,7.25,14.0,98.5,83.75,65.0,30.0,22.275,14.5,1022.5,1017.25,1014.0,2.025
2025-02-25,80,59,47,13,37,50,89,57,458,11:52 PM,7:31 AM,11276,3579,81.5,168,5.0,15.93,167,8.1,6,11,07:35,18:12,100,92.0,76,19,12.7,4,1014.5,1013.4,1012.5,0.0,80.0,59.0,47.0,13.0,37.0,50.0,89.0,57.0,458.0,11276.0,3579.0,81.5,168.0,5.0,15.93,167.0,8.1,6.0,11.0,100.0,92.0,76.0,19.0,12.7,4.0,1014.5,1013.4,1012.5,0.0,80.5,58.0,48.0,12.5,37.5,53.5,84.5,52.5,486.5,10869.0,3515.5,81.5,168.5,2.5,15.030000000000001,140.0,9.25,7.5,11.5,100.0,87.65,71.5,26.0,20.15,11.5,1017.5,1014.0999999999999,1012.5,2.6,79.0,58.0,52.0,12.333333333333334,37.666666666666664,50.666666666666664,86.66666666666667,54.333333333333336,488.3333333333333,9936.666666666666,3292.0,81.5,155.33333333333334,1.6666666666666667,12.116666666666667,106.0,9.366666666666667,6.666666666666667,12.333333333333334,100.0,86.3,68.33333333333333,27.666666666666668,20.366666666666664,11.333333333333334,1020.8333333333334,1017.4999999999999,1015.1666666666666,1.7333333333333334,78.75,58.25,51.5,12.25,36.75,54.25,80.5,51.25,484.5,10263.0,3211.75,81.5,156.25,1.25,9.0875,94.0,9.525,6.5,12.5,100.0,87.45,69.25,27.25,20.025,11.75,1021.25,1016.5999999999999,1014.0,1.7750000000000001,80.0,58.2,53.0,12.2,36.2,57.2,84.2,52.2,492.6,9908.8,3170.6,81.5,149.8,1.0,8.528,80.6,10.22,7.0,13.4,98.8,85.4,67.2,27.8,20.36,12.4,1020.9,1016.4799999999999,1013.7,1.6200000000000003,80.0,58.2,53.0,12.2,36.2,57.2,84.2,52.2,492.6,9908.8,3170.6,81.5,149.8,1.0,8.528,80.6,10.22,7.0,13.4,98.8,85.4,67.2,27.8,20.36,12.4,1020.9,1016.4799999999999,1013.7,1.6200000000000003,80.0,58.2,53.0,12.2,36.2,57.2,84.2,52.2,492.6,9908.8,3170.6,81.5,149.8,1.0,8.528,80.6,10.22,7.0,13.4,98.8,85.4,67.2,27.8,20.36,12.4,1020.9,1016.4799999999999,1013.7,1.6200000000000003
2025-02-26,76,61,39,12,36,61,88,41,515,11:21 PM,8:09 AM,8363,2748,81.5,128,0.0,0.0,5,7.0,2,11,07:32,18:14,100,82.1,54,31,15.8,0,1016.5,1014.3,1010.5,3.4,76.0,61.0,39.0,12.0,36.0,61.0,88.0,41.0,515.0,8363.0,2748.0,81.5,128.0,0.0,0.0,5.0,7.0,2.0,11.0,100.0,82.1,54.0,31.0,15.8,0.0,1016.5,1014.3,1010.5,3.4,78.0,60.0,43.0,12.5,36.5,55.5,88.5,49.0,486.5,9819.5,3163.5,81.5,148.0,2.5,7.964999999999999,86.0,7.55,4.0,11.0,100.0,87.05,65.0,25.0,14.25,2.0,1015.5,1013.8499999999999,1011.5,1.7,79.0,59.0,45.0,12.333333333333334,37.0,56.0,85.66666666666667,48.666666666666664,496.0,10033.666666666666,3259.6666666666665,81.5,155.0,1.6666666666666667,10.020000000000001,95.0,8.5,5.666666666666667,11.333333333333334,100.0,85.8,65.66666666666667,27.666666666666668,18.7,7.666666666666667,1017.1666666666666,1014.1666666666666,1011.8333333333334,2.866666666666667,78.25,58.75,48.75,12.25,37.25,53.25,87.0,51.0,495.0,9543.25,3156.0,81.5,148.5,1.25,9.0875,80.75,8.775,5.5,12.0,100.0,85.25,64.75,28.5,19.225,8.5,1019.75,1016.6999999999999,1014.0,2.1500000000000004,78.2,58.8,49.0,12.2,36.6,55.6,82.0,49.2,490.6,9883.0,3119.0,81.5,150.6,1.0,7.2700000000000005,76.2,9.02,5.6,12.2,100.0,86.38,66.2,28.0,19.18,9.4,1020.3,1016.14,1013.3,2.1,79.33333333333333,58.666666666666664,50.666666666666664,12.166666666666666,36.166666666666664,57.833333333333336,84.83333333333333,50.333333333333336,496.3333333333333,9651.166666666666,3100.1666666666665,81.5,146.16666666666666,0.8333333333333334,7.1066666666666665,68.0,9.683333333333334,6.166666666666667,13.0,99.0,84.85000000000001,65.0,28.333333333333332,19.599999999999998,10.333333333333334,1020.1666666666666,1016.1166666666667,1013.1666666666666,1.9166666666666667,79.33333333333333,58.666666666666664,50.666666666666664,12.166666666666666,36.166666666666664,57.833333333333336,84.83333333333333,50.333333333333336,496.3333333333333,9651.166666666666,3100.1666666666665,81.5,146.16666666666666,0.8333333333333334,7.1066666666666665,68.0,9.683333333333334,6.166666666666667,13.0,99.0,84.85000000000001,65.0,28.333333333333332,19.599999999999998,10.333333333333334,1020.1666666666666,1016.1166666666667,1013.1666666666666,1.9166666666666667
2025-02-27,79,58,55,12,37,65,90,39,411,12:28 AM,7:23 AM,9551,3242,81.5,131,0.0,14.87,87,6.0,5,8,07:30,18:16,100,89.8,81,26,15.8,2,1020.5,1014.3,1010.5,1.6,79.0,58.0,55.0,12.0,37.0,65.0,90.0,39.0,411.0,9551.0,3242.0,81.5,131.0,0.0,14.87,87.0,6.0,5.0,8.0,100.0,89.8,81.0,26.0,15.8,2.0,1020.5,1014.3,1010.5,1.6,77.5,59.5,47.0,12.0,36.5,63.0,89.0,40.0,463.0,8957.0,2995.0,81.5,129.5,0.0,7.434999999999999,46.0,6.5,3.5,9.5,100.0,85.94999999999999,67.5,28.5,15.8,1.0,1018.5,1014.3,1010.5,2.5,78.33333333333333,59.333333333333336,47.0,12.333333333333334,36.666666666666664,58.666666666666664,89.0,45.666666666666664,461.3333333333333,9730.0,3189.6666666666665,81.5,142.33333333333334,1.6666666666666667,10.266666666666666,86.33333333333333,7.033333333333334,4.333333333333333,10.0,100.0,87.96666666666665,70.33333333333333,25.333333333333332,14.766666666666666,2.0,1017.1666666666666,1014.0,1011.1666666666666,1.6666666666666667,79.0,58.75,47.5,12.25,37.0,58.25,86.75,46.25,474.75,9913.0,3255.25,81.5,149.0,1.25,11.2325,93.0,7.875,5.5,10.5,100.0,86.8,69.5,27.25,17.975,6.25,1018.0,1014.1999999999999,1011.5,2.5500000000000003,78.4,58.6,50.0,12.2,37.2,55.6,87.6,48.6,478.2,9544.8,3173.2,81.5,145.0,1.0,10.244,82.0,8.22,5.4,11.2,100.0,86.16,68.0,28.0,18.54,7.2,1019.9,1016.2199999999999,1013.3,2.04,78.33333333333333,58.666666666666664,50.0,12.166666666666666,36.666666666666664,57.166666666666664,83.33333333333333,47.5,477.3333333333333,9827.666666666666,3139.5,81.5,147.33333333333334,0.8333333333333334,8.536666666666667,78.0,8.516666666666667,5.5,11.5,100.0,86.95,68.66666666666667,27.666666666666668,18.616666666666667,8.166666666666666,1020.3333333333334,1015.8333333333334,1012.8333333333334,2.016666666666667,79.28571428571429,58.57142857142857,51.285714285714285,12.142857142857142,36.285714285714285,58.857142857142854,85.57142857142857,48.714285714285715,484.14285714285717,9636.857142857143,3120.4285714285716,81.5,144.0,0.7142857142857143,8.215714285714286,70.71428571428571,9.157142857142857,6.0,12.285714285714286,99.14285714285714,85.55714285714285,67.28571428571429,28.0,19.057142857142857,9.142857142857142,1020.2142857142857,1015.8571428571429,1012.7857142857143,1.8714285714285717
2025-02-28,72,57,63,12,37,56,64,42,391,12:51 AM,7:38 AM,12511,2777,81.7,113,0.0,0.0,0,5.4,1,8,07:28,18:18,100,83.7,66,22,13.8,6,1030.5,1026.4,1020.5,0.0,72.0,57.0,63.0,12.0,37.0,56.0,64.0,42.0,391.0,12511.0,2777.0,81.7,113.0,0.0,0.0,0.0,5.4,1.0,8.0,100.0,83.7,66.0,22.0,13.8,6.0,1030.5,1026.4,1020.5,0.0,75.5,57.5,59.0,12.0,37.0,60.5,77.0,40.5,401.0,11031.0,3009.5,81.6,122.0,0.0,7.434999999999999,43.5,5.7,3.0,8.0,100.0,86.75,73.5,24.0,14.8,4.0,1025.5,1020.35,1015.5,0.8,75.66666666666667,58.666666666666664,52.333333333333336,12.0,36.666666666666664,60.666666666666664,80.66666666666667,40.666666666666664,439.0,10141.666666666666,2922.3333333333335,81.56666666666666,124.0,0.0,4.956666666666666,30.666666666666668,6.133333333333333,2.6666666666666665,9.0,100.0,85.2,67.0,26.333333333333332,15.133333333333335,2.6666666666666665,1022.5,1018.3333333333334,1013.8333333333334,1.6666666666666667,76.75,58.75,51.0,12.25,36.75,58.0,82.75,44.75,443.75,10425.25,3086.5,81.55,135.0,1.25,7.699999999999999,64.75,6.625,3.5,9.5,100.0,86.9,69.25,24.5,14.525,3.0,1020.5,1017.1,1013.5,1.25,77.6,58.4,50.6,12.2,37.0,57.8,82.2,45.4,458.0,10432.6,3159.6,81.53999999999999,141.8,1.0,8.986,74.4,7.38,4.6,10.0,100.0,86.17999999999999,68.8,26.2,17.14,6.2,1020.5,1016.64,1013.3,2.04,77.33333333333333,58.333333333333336,52.166666666666664,12.166666666666666,37.166666666666664,55.666666666666664,83.66666666666667,47.5,463.6666666666667,10039.166666666666,3107.1666666666665,81.53333333333333,139.66666666666666,0.8333333333333334,8.536666666666667,68.33333333333333,7.75,4.666666666666667,10.666666666666666,100.0,85.75,67.66666666666667,27.0,17.75,7.0,1021.6666666666666,1017.9166666666666,1014.5,1.7,77.42857142857143,58.42857142857143,51.857142857142854,12.142857142857142,36.714285714285715,57.0,80.57142857142857,46.714285714285715,465.0,10211.0,3087.714285714286,81.52857142857144,142.42857142857142,0.7142857142857143,7.317142857142857,66.85714285714286,8.071428571428571,4.857142857142857,11.0,100.0,86.48571428571428,68.28571428571429,26.857142857142858,17.928571428571427,7.857142857142857,1021.7857142857143,1017.342857142857,1013.9285714285714,1.7285714285714289
2025-03-01,88,58,66,13,37,99,98,53,496,12:02 AM,8:26 AM,13577,3229,81.9,120,0.0,0.0,30,4.0,0,8,07:26,18:19,100,83.4,62,17,8.7,2,1036.5,1033.7,1030.5,0.0,88.0,58.0,66.0,13.0,37.0,99.0,98.0,53.0,496.0,13577.0,3229.0,81.9,120.0,0.0,0.0,30.0,4.0,0.0,8.0,100.0,83.4,62.0,17.0,8.7,2.0,1036.5,1033.7,1030.5,0.0,80.0,57.5,64.5,12.5,37.0,77.5,81.0,47.5,443.5,13044.0,3003.0,81.80000000000001,116.5,0.0,0.0,15.0,4.7,0.5,8.0,100.0,83.55000000000001,64.0,19.5,11.25,4.0,1033.5,1030.0500000000002,1025.5,0.0,79.66666666666667,57.666666666666664,61.333333333333336,12.333333333333334,37.0,73.33333333333333,84.0,44.666666666666664,432.6666666666667,11879.666666666666,3082.6666666666665,81.7,121.33333333333333,0.0,4.956666666666666,39.0,5.133333333333334,2.0,8.0,100.0,85.63333333333333,69.66666666666667,21.666666666666668,12.766666666666666,3.3333333333333335,1029.1666666666667,1024.8000000000002,1020.5,0.5333333333333333,78.75,58.5,55.75,12.25,36.75,70.25,85.0,43.75,453.25,11000.5,2999.0,81.65,123.0,0.0,3.7175,30.5,5.6,2.0,8.75,100.0,84.75,65.75,24.0,13.525000000000002,2.5,1026.0,1022.175,1018.0,1.25,79.0,58.6,54.0,12.4,36.8,66.2,85.8,46.4,454.2,11055.6,3115.0,81.62,132.0,1.0,6.159999999999999,57.8,6.1,2.8,9.2,100.0,86.2,67.8,23.0,13.36,2.8,1023.7,1020.4199999999998,1016.9,1.0000000000000002,79.33333333333333,58.333333333333336,53.166666666666664,12.333333333333334,37.0,64.66666666666667,84.83333333333333,46.666666666666664,464.3333333333333,10956.666666666666,3171.1666666666665,81.60000000000001,138.16666666666666,0.8333333333333334,7.488333333333333,67.0,6.816666666666666,3.8333333333333335,9.666666666666666,100.0,85.71666666666665,67.66666666666667,24.666666666666668,15.733333333333334,5.5,1023.1666666666666,1019.4833333333332,1016.1666666666666,1.7,78.85714285714286,58.285714285714285,54.142857142857146,12.285714285714286,37.142857142857146,61.857142857142854,85.71428571428571,48.285714285714285,468.2857142857143,10544.57142857143,3124.5714285714284,81.58571428571429,136.85714285714286,0.7142857142857143,7.317142857142857,62.857142857142854,7.214285714285714,4.0,10.285714285714286,100.0,85.41428571428571,66.85714285714286,25.571428571428573,16.45714285714286,6.285714285714286,1023.7857142857143,1020.1714285714286,1016.7857142857143,1.457142857142857
