Date,Sleep score,Resting heart rate,Body Battery,Breaths per minute (during sleep),HRV-status,DeepSleep,REM sleep (mins),Restless moments,Duration (mins),Steps,Calories,Weight (in kilograms),Max HR,Run (kms),Ride (kms),Minutes intense exercise,AvgTemp_C,MinTemp_C,MaxTemp_C,Humidity_Max,Humidity_Avg,Humidity_Min,WindSpeed_Max,WindSpeed_Avg,WindSpeed_Min,Pressure_Max,Pressure_Avg,Pressure_Min,Precipitation_mm,DayOfWeek,IsWeekend,Sleep_Efficiency,REM_Sleep_Ratio,Sleep_Quality_Score,HR_Recovery_Score,Temp_Comfort_Index,Humidity_Comfort_Index,Weather_Stability,Sleep_Battery_Interaction,HRV_HR_Ratio,Breathing_Sleep_Quality,MinutesAfterSunset,BedtimeCategory_Early,BedtimeCategory_Late,BedtimeCategory_On Time,Sleep_Duration_Category_Long,Sleep_Duration_Category_Normal,Sleep_Duration_Category_Short,Sleep_Duration_Category_Very_Long,BedTimeSin,BedTimeCos,WakeTimeSin,WakeTimeCos,SunsetSin,SunsetCos,SunriseSin,SunriseCos
2025-02-18,86,55,57.0,12,31,64,116,59,558,6396,3493,80.0,151,0.0,14.7,136,-0.8,-4.0,3.0,74.0,64.0,48.0,24.0,18.1,13.0,1027.5,1025.6,1024.5,0.0,1,0,0.3225806451612903,0.2078853046594982,55.99999999999999,45,-3.0,76.0,64.95716906412954,31.919999999999995,0.5636363636363636,4.666666666666666,302,False,False,True,True,False,False,False,-0.2546019482055278,0.9670459389139431,0.816641555161679,-0.5771451900372335,-0.9999904807207345,-0.004363309284746483,0.8890171414857365,-0.45787391511695646
2025-02-19,78,60,44.0,12,32,63,92,44,450,13084,3166,80.0,119,0.0,0.0,23,1.1,-2.0,5.0,69.0,57.8,42.0,24.0,19.6,15.0,1024.5,1021.8,1020.5,0.0,2,0,0.3444444444444444,0.2044444444444444,57.6,40,6.833333333333343,87.46666666666665,64.92389227218428,25.344,0.5333333333333333,4.8,345,False,False,True,False,True,False,False,-0.061048539534856866,0.9981347984218669,0.9288095528719242,-0.3705574375098361,-0.9999904807207345,0.004363309284747004,0.8929789434111371,-0.4500984410374348
2025-02-20,80,60,56.0,12,32,54,63,42,472,6913,2836,80.6,126,0.0,12.54,55,6.3,1.0,11.0,100.0,86.5,70.0,26.0,18.2,13.0,1020.5,1019.0,1018.5,0.7,3,0,0.2478813559322034,0.1334745762711864,59.0,40,30.5,29.0,49.97000899460404,33.04,0.5333333333333333,4.916666666666667,328,False,False,True,False,True,False,False,-0.12619896913583012,0.992004949679715,0.90630778703665,-0.42261826174069933,-0.999914327574007,0.01308959557134433,0.8968727415326884,-0.44228869021900113
2025-02-21,85,58,59.0,12,34,69,99,56,525,8492,3006,81.5,124,0.0,6.29,27,13.0,9.0,17.0,94.0,77.2,59.0,30.0,21.7,15.0,1019.5,1016.0,1012.5,1.0,4,0,0.32,0.1885714285714285,57.400000000000006,42,65.0,46.53333333333333,60.0,33.86600000000001,0.5862068965517241,4.783333333333334,305,False,False,True,True,False,False,False,-0.21643961393810288,0.9762960071199334,0.8638355052043958,-0.5037739770455263,-0.9997620270799091,0.021814885034561356,0.9006982393225879,-0.43444525740441703
2025-02-22,78,59,50.0,12,34,65,62,42,473,11242,2971,81.5,159,0.0,0.0,58,10.0,6.0,13.0,100.0,90.9,72.0,26.0,19.0,13.0,1022.5,1013.9,1010.5,1.9,5,1,0.2684989429175475,0.1310782241014799,58.8,41,48.33333333333333,24.73333333333335,64.88115415715754,29.4,0.576271186440678,4.8999999999999995,323,False,False,True,False,True,False,False,-0.13052619222005168,0.9914448613738104,0.9205048534524404,-0.3907311284892736,-0.999533590836713,0.030538513209822354,0.904455145454368,-0.4265687399014584
2025-02-23,76,58,60.0,12,38,45,91,58,492,8072,2845,81.5,129,0.0,6.29,38,9.6,5.0,14.0,100.0,83.6,62.0,31.0,20.8,11.0,1027.5,1024.3,1020.5,0.0,6,1,0.2764227642276423,0.1849593495934959,54.4,42,47.666666666666664,36.26666666666668,54.996296448699546,32.64,0.6551724137931034,4.533333333333333,337,False,False,True,True,False,False,False,-0.06540312923014367,0.9978589232386035,0.7906895737438435,-0.6122172800344491,-0.9993908270190958,0.03489949670250128,0.9081431738250815,-0.4186597375374278
2025-02-24,81,57,49.0,12,38,57,80,48,515,10462,3452,81.5,169,0.0,14.13,113,10.4,9.0,12.0,100.0,83.3,67.0,33.0,27.6,19.0,1020.5,1014.8,1012.5,5.2,0,0,0.2660194174757281,0.1553398058252427,59.4,43,52.333333333333336,33.133333333333326,84.98889300106973,29.106,0.6666666666666666,4.95,280,False,False,True,True,False,False,False,-0.30070579950427384,0.9537169507482267,0.9238795325112867,-0.3826834323650897,-0.9990482215818578,0.043619387365335764,0.9117620435770886,-0.4107188526134773
2025-02-25,80,59,47.0,13,37,50,89,57,458,11276,3579,81.5,168,5.0,15.93,167,8.1,6.0,11.0,100.0,92.0,76.0,19.0,12.7,4.0,1014.5,1013.4,1012.5,0.0,1,0,0.3034934497816594,0.1943231441048035,56.0,41,41.833333333333336,21.333333333333343,74.8935599231326,26.32,0.6271186440677966,4.3076923076923075,340,False,False,True,False,True,False,False,-0.034899496702500823,0.9993908270190958,0.9222009716704518,-0.3867109616368207,-0.9986295347545738,0.052335956242943946,0.9153114791194472,-0.40274668985873713
2025-02-26,76,61,39.0,12,36,61,88,41,515,8363,2748,81.5,128,0.0,0.0,5,7.0,2.0,11.0,100.0,82.1,54.0,31.0,15.8,0.0,1016.5,1014.3,1010.5,3.4,2,0,0.2893203883495145,0.170873786407767,58.9,39,33.33333333333334,42.599999999999994,54.90750247177105,22.971,0.5901639344262295,4.908333333333333,307,False,False,True,True,False,False,False,-0.16934950384902492,0.9855560590580776,0.8457278217039732,-0.5336145159156115,-0.998134798421867,0.06104853953485644,0.9205048534524404,-0.3907311284892736
2025-02-27,79,58,55.0,12,37,65,90,39,411,9551,3242,81.5,131,0.0,14.87,87,6.0,5.0,8.0,100.0,89.8,81.0,26.0,15.8,2.0,1020.5,1014.3,1010.5,1.6,3,0,0.3771289537712895,0.218978102189781,61.00000000000001,42,31.666666666666657,19.46666666666667,84.72474768348053,33.550000000000004,0.6379310344827587,5.083333333333334,372,False,True,False,False,True,False,False,0.12186934340514748,0.992546151641322,0.9351352096860117,-0.35429103799771566,-0.9975640502598243,0.06975647374412522,0.9238795325112867,-0.3826834323650897
2025-02-28,72,57,63.0,12,37,56,64,42,391,12511,2777,81.7,113,0.0,0.0,0,5.4,1.0,8.0,100.0,83.7,66.0,22.0,13.8,6.0,1030.5,1026.4,1020.5,0.0,4,0,0.3069053708439898,0.1636828644501279,57.3,43,24.0,33.53333333333333,64.61638797409174,36.099,0.6491228070175439,4.775,393,False,True,False,False,True,False,False,0.22069743502150108,0.9753423205085127,0.9099612708765433,-0.4146932426562388,-0.9969173337331281,0.07845909572784432,0.9271838545667874,-0.37460659341591207
2025-03-01,88,58,66.0,13,37,99,98,53,496,13577,3229,81.9,120,0.0,0.0,30,4.0,0.0,8.0,100.0,83.4,62.0,17.0,8.7,2.0,1036.5,1033.7,1030.5,0.0,5,1,0.3971774193548387,0.1975806451612903,60.400000000000006,42,20.0,36.400000000000006,60.0,39.864,0.6379310344827587,4.6461538461538465,343,False,False,True,True,False,False,False,0.008726535498373935,0.9999619230641713,0.8038568606172174,-0.5948227867513411,-0.9965655024977614,0.08280820751220433,0.9304175679820246,-0.3665012267242972
2025-03-02,46,62,28.0,13,35,50,33,40,436,13015,3679,82.1,126,0.0,0.0,81,3.0,-3.0,10.0,100.0,85.5,54.0,11.0,4.0,0.0,1036.5,1034.9,1031.5,0.0,6,1,0.1903669724770642,0.0756880733944954,46.900000000000006,38,16.666666666666657,40.33333333333334,34.93592901352288,13.132000000000003,0.5645161290322581,3.607692307692308,443,False,True,False,False,True,False,False,0.43837114678907746,0.898794046299167,0.6259234721840592,-0.7798844830928817,-0.9958049275746618,0.09150161866340183,0.9335804264972017,-0.35836794954530027
2025-03-03,39,62,24.0,14,34,79,0,41,351,15141,3319,82.3,124,0.0,0.0,49,2.9,-4.0,10.0,100.0,84.4,54.0,9.0,4.7,0.0,1031.5,1029.8,1028.5,0.0,0,0,0.225071225071225,0.0,43.5,38,14.833333333333345,41.06666666666666,29.99761908811007,10.44,0.5483870967741935,3.107142857142857,429,False,True,False,False,False,True,False,0.3907311284892737,0.9205048534524404,0.9099612708765433,-0.4146932426562388,-0.9949685182509117,0.10018806161207608,0.9381913359224842,-0.3461170570774929
2025-03-04,77,61,58.0,13,34,48,55,53,468,9047,3393,82.5,169,3.0,15.75,123,3.8,-3.0,12.0,100.0,81.3,54.0,15.0,6.9,0.0,1028.5,1026.6,1024.5,0.0,1,0,0.22008547008547,0.1175213675213675,55.099999999999994,39,21.33333333333333,43.133333333333326,24.89119004182443,31.958,0.5573770491803278,4.238461538461538,414,False,True,False,False,True,False,False,0.33791671800332695,0.9411760152563706,0.6461239796429639,-0.7632324697825289,-0.9940563382223196,0.10886687485196471,0.9411760152563707,-0.3379167180033268
2025-03-05,50,63,43.0,12,33,45,105,43,453,9070,2846,81.8,119,0.0,0.0,3,6.3,0.0,14.0,93.0,73.3,44.0,22.0,12.0,4.0,1025.5,1022.8,1020.5,0.0,2,0,0.3311258278145695,0.2317880794701986,46.99999999999999,37,33.83333333333333,59.79999999999998,29.883430393855303,20.209999999999997,0.5238095238095238,3.916666666666666,471,False,True,False,False,True,False,False,0.5664062369248328,0.8241261886220157,0.5112930860770525,-0.8594064115014525,-0.9930684569549263,0.11753739745783724,0.9440890203927843,-0.3296906452627872
2025-03-06,43,62,30.0,13,32,67,21,36,331,13284,3788,82.0,159,0.0,0.0,101,8.3,1.0,17.0,93.0,69.7,45.0,19.0,11.2,6.0,1020.5,1017.2,1015.5,0.0,3,0,0.2658610271903323,0.0634441087613293,46.0,38,43.833333333333336,61.53333333333333,19.89798171498215,13.8,0.5161290322580645,3.5384615384615383,465,False,True,False,False,False,True,False,0.5519369853120581,0.8338858220671682,0.894934361602025,-0.4461978131098088,-0.992004949679715,0.1261989691358297,0.9469301294951057,-0.3214394653031616
2025-03-07,78,63,39.0,12,30,74,83,47,555,6631,2919,82.3,125,0.0,14.03,48,10.3,4.0,18.0,87.0,66.8,45.0,17.0,11.4,6.0,1016.5,1015.8,1015.5,0.0,4,0,0.2828828828828829,0.1495495495495495,56.1,37,53.83333333333333,67.46666666666667,29.88343039385532,21.879,0.4761904761904761,4.675,404,False,True,False,True,False,False,False,0.31730465640509214,0.9483236552061993,0.37864861735243294,-0.9255405040175664,-0.9914448613738104,0.13052619222005213,0.9510565162951536,-0.30901699437494734
2025-03-08,75,57,55.0,13,30,48,69,47,401,8615,3050,82.5,144,0.0,19.05,102,12.2,5.0,19.0,76.0,52.6,24.0,22.0,14.3,7.0,1015.5,1012.7,1009.5,0.0,5,1,0.2917705735660847,0.1720698254364089,54.9,43,60.33333333333334,98.26666666666668,29.99047683826626,30.195,0.5263157894736842,4.223076923076923,358,False,False,True,False,True,False,False,0.13052619222005157,0.9914448613738104,0.9426414910921783,-0.333806859233771,-0.9902680687415704,0.13917310096006547,0.9537169507482269,-0.30070579950427295
2025-03-09,73,58,51.0,13,34,67,85,46,481,7389,2744,83.0,123,0.0,0.0,13,10.8,4.0,18.0,81.0,61.2,42.0,17.0,10.3,6.0,1009.5,1006.0,1003.5,0.0,6,1,0.316008316008316,0.1767151767151767,55.60000000000001,42,54.66666666666666,77.2,29.99047683826626,28.356000000000005,0.5862068965517241,4.276923076923078,390,False,True,False,True,False,False,False,0.27563735581699916,0.9612616959383189,0.9170600743851242,-0.398749068925246,-0.9890158633619168,0.14780941112961096,0.9563047559630355,-0.29237170472273666
2025-03-10,62,61,34.0,13,31,63,24,45,363,11049,3822,82.3,140,0.0,15.12,127,9.1,4.0,15.0,93.0,70.1,42.0,17.0,10.3,0.0,1004.5,1002.8,1001.5,0.0,0,0,0.2396694214876033,0.0661157024793388,50.599999999999994,39,46.833333333333336,63.26666666666668,44.951536503428784,17.203999999999997,0.5081967213114754,3.892307692307692,423,False,True,False,False,True,False,False,0.41865973753742813,0.9081431738250813,0.8849876374630419,-0.4656145203251114,-0.9876883405951378,0.15643446504023067,0.9600498543859287,-0.2798290140309919
2025-03-11,73,59,29.0,13,30,52,96,38,391,5757,3284,81.7,135,0.0,19.8,130,5.4,2.0,8.0,100.0,80.5,57.0,28.0,15.8,7.0,1004.5,1004.0,1002.5,0.0,1,0,0.3785166240409207,0.2455242966751918,56.8,41,25.666666666666657,41.66666666666666,69.91124240960865,16.471999999999998,0.5084745762711864,4.369230769230769,531,False,True,False,False,True,False,False,0.7906895737438433,0.6122172800344493,0.4656145203251116,-0.8849876374630418,-0.9862856015372313,0.1650476058606778,0.9624552364536473,-0.2714404498650742
2025-03-12,88,57,73.0,12,32,66,154,69,562,7226,2910,81.0,124,0.0,0.0,9,4.3,1.0,8.0,100.0,83.2,61.0,22.0,11.8,0.0,1002.5,1000.7,999.5,0.0,2,0,0.3914590747330961,0.2740213523131672,54.1,43,22.16666666666667,37.20000000000002,64.98095756115919,39.493,0.5614035087719298,4.508333333333334,261,False,False,True,True,False,False,False,-0.2588190451025207,0.9659258262890683,0.7743926440821857,-0.632705328562516,-0.9855560590580777,0.1693495038490245,0.964787323828813,-0.2630312144579746
2025-03-13,81,55,51.0,12,33,105,102,35,430,8682,3017,82.2,149,0.0,4.94,80,3.3,0.0,7.0,100.0,84.3,57.0,20.0,9.2,2.0,1004.5,1001.0,998.5,0.0,3,0,0.4813953488372093,0.2372093023255814,61.8,45,17.16666666666667,39.133333333333326,64.98095756115919,31.517999999999997,0.6,5.1499999999999995,346,False,False,True,False,True,False,False,0.11753739745783764,0.9930684569549263,0.8660254037844387,-0.49999999999999983,-0.9840406976462908,0.177943545473842,0.9670459389139432,-0.2546019482055275
2025-03-14,44,63,32.0,13,33,79,23,51,439,13385,2860,82.5,123,0.0,0.0,31,3.3,0.0,7.0,93.0,71.5,49.0,24.0,13.6,4.0,1017.5,1010.1,1004.5,0.0,4,0,0.2323462414578587,0.0523917995444191,42.2,37,17.16666666666667,57.66666666666666,64.98095756115919,13.503999999999998,0.5238095238095238,3.2461538461538457,418,False,True,False,False,True,False,False,0.4265687399014583,0.904455145454368,0.5664062369248332,-0.8241261886220155,-0.9824503977255098,0.18652403600873432,0.9702957262759965,-0.24192189559966779
2025-03-15,74,56,59.0,12,33,61,58,61,435,15139,2847,82.7,130,0.0,0.0,24,3.9,1.0,7.0,87.0,67.1,49.0,28.0,19.7,11.0,1022.5,1020.6,1017.5,0.0,5,1,0.2735632183908046,0.1333333333333333,51.2,44,19.833333333333343,64.6,69.9944449587525,30.208,0.5892857142857143,4.266666666666667,331,False,False,True,False,True,False,False,0.0697564737441253,0.9975640502598242,0.8503522249955631,-0.5262139236518693,-0.9807852804032304,0.1950903220161283,0.9723699203976767,-0.23344536385590514
2025-03-16,75,59,55.0,13,33,50,64,46,525,7566,2956,83.0,151,0.0,0.0,66,4.7,0.0,9.0,93.0,76.6,53.0,22.0,13.8,7.0,1026.5,1023.8,1022.5,0.0,6,1,0.2171428571428571,0.1219047619047619,56.1,41,22.83333333333333,51.599999999999994,54.98518762303531,30.855,0.559322033898305,4.315384615384615,315,False,False,True,True,False,False,False,0.004363309284746571,0.9999904807207345,0.6560590289905073,-0.754709580222772,-0.9799247046208297,0.19936793441719694,0.9743700647852352,-0.2249510543438648
2025-03-17,50,62,35.0,12,32,60,27,53,389,8305,2897,83.0,136,0.0,0.0,8,6.3,3.0,10.0,81.0,60.0,40.0,26.0,17.5,9.0,1031.5,1029.0,1026.5,0.0,0,0,0.2236503856041131,0.0694087403598971,43.7,38,32.16666666666667,79.33333333333333,64.98095756115919,15.295,0.5161290322580645,3.641666666666667,442,False,True,False,False,True,False,False,0.5372996083468239,0.8433914458128857,0.5555702330196022,-0.8314696123025453,-0.9781476007338058,0.20791169081775857,0.9772311064626789,-0.21217767215644623
2025-03-18,72,58,67.0,12,34,53,107,72,568,6214,3458,83.0,154,0.0,15.33,112,5.8,0.0,11.0,60.0,41.3,26.0,24.0,18.5,11.0,1030.5,1028.3,1025.5,0.0,1,0,0.2816901408450704,0.1883802816901408,47.400000000000006,42,28.0,84.86666666666666,44.972734031209576,31.758000000000003,0.5862068965517241,3.9500000000000006,261,False,False,True,True,False,False,False,-0.21217767215644653,0.9772311064626789,0.6052939880428945,-0.7960020025346219,-0.9762960071199335,0.21643961393810246,0.9790454724845838,-0.20364175114017755
2025-03-19,83,58,61.0,12,33,63,99,58,534,7365,2547,82.8,127,0.0,0.0,5,8.0,0.0,16.0,76.0,52.8,38.0,19.0,10.8,2.0,1025.5,1023.8,1022.5,0.0,2,0,0.3033707865168539,0.1853932584269663,55.7,42,40.0,88.8,20.0,33.977000000000004,0.5689655172413793,4.641666666666667,228,True,False,False,True,False,False,False,-0.3420201433256686,0.9396926207859084,0.904455145454368,-0.4265687399014584,-0.9743700647852352,0.22495105434386492,0.9807852804032305,-0.19509032201612797
2025-03-20,51,63,34.0,13,32,107,59,40,463,6381,3990,82.5,136,0.0,31.04,176,10.4,2.0,18.0,93.0,64.4,37.0,17.0,7.1,0.0,1022.5,1021.4,1019.5,0.0,3,0,0.3585313174946004,0.1274298056155507,48.00000000000001,37,50.666666666666664,70.4,19.966673608219097,16.320000000000004,0.5079365079365079,3.692307692307693,437,False,True,False,False,True,False,False,0.5372996083468239,0.8433914458128857,0.4383711467890773,-0.898794046299167,-0.9733792584604486,0.22920039092241382,0.9832549075639546,-0.18223552549214753
2025-03-21,42,63,27.0,13,32,43,7,47,413,9011,2895,82.3,123,0.0,0.0,7,14.3,6.0,21.0,81.0,56.5,35.0,31.0,19.7,7.0,1019.5,1013.0,1007.5,0.0,4,0,0.1210653753026634,0.0169491525423728,42.3,37,68.83333333333333,85.0,24.85791237040766,11.421,0.5079365079365079,3.2538461538461543,388,False,True,False,False,True,False,False,0.35429103799771583,0.9351352096860117,0.7906895737438435,-0.6122172800344491,-0.9713420698132614,0.23768589232617307,0.984807753012208,-0.1736481776669303
2025-03-22,73,60,63.0,13,33,85,38,56,416,7240,2798,82.3,120,0.0,0.0,0,15.2,13.0,18.0,67.0,52.1,45.0,26.0,18.7,13.0,1006.5,1003.8,1001.5,0.0,5,1,0.2956730769230769,0.0913461538461538,52.3,40,77.0,90.6,74.94007182771666,32.949,0.55,4.023076923076923,408,False,True,False,False,True,False,False,0.4422886902190013,0.8968727415326883,0.7163019434246544,-0.69779045984168,-0.9692309097067545,0.2461532930289925,0.9862856015372314,-0.1650476058606777
2025-03-23,44,63,25.0,13,31,28,51,48,365,14119,3856,81.7,148,0.0,15.25,129,13.5,10.0,17.0,82.0,69.4,55.0,19.0,13.0,6.0,1009.5,1003.9,1000.5,0.0,6,1,0.2164383561643835,0.1397260273972602,42.5,37,67.5,62.400000000000006,65.0,10.625,0.492063492063492,3.269230769230769,648,False,True,False,False,True,False,False,0.9983916705573488,0.05669278756337759,-0.15643446504023073,-0.9876883405951378,-0.9670459389139432,0.2546019482055274,0.9883615104677607,-0.1521233861899167
2025-03-24,89,54,87.0,13,33,98,122,70,688,7557,3210,82.0,139,0.0,20.07,128,8.7,6.0,13.0,100.0,86.2,67.0,22.0,13.7,6.0,1020.5,1015.2,1009.5,0.0,0,0,0.3197674418604651,0.1773255813953488,54.5,46,46.166666666666664,31.200000000000017,64.69655352046584,47.415,0.6111111111111112,4.1923076923076925,175,True,False,False,False,False,False,True,-0.5187732581605222,0.854911870672946,0.6052939880428945,-0.7960020025346219,-0.9659258262890682,0.25881904510252113,0.9896513868196702,-0.14349262199117918
2025-03-25,70,58,44.0,12,33,59,43,42,399,11169,3434,82.2,159,3.0,15.0,128,8.1,5.0,11.0,100.0,84.1,71.0,22.0,14.8,9.0,1022.5,1020.6,1019.5,0.0,1,0,0.2556390977443609,0.1077694235588972,55.3,42,40.166666666666664,29.933333333333337,69.9944449587525,24.331999999999997,0.5689655172413793,4.608333333333333,400,False,True,False,False,True,False,False,0.4305110968082951,0.9025852843498606,0.7040147244559682,-0.7101853756232854,-0.9636304532086231,0.26723837607825673,0.9914448613738105,-0.13052619222005138
2025-03-26,44,61,31.0,13,31,51,24,42,378,7703,3456,82.6,135,0.0,19.69,107,8.3,4.0,12.0,100.0,82.7,67.0,19.0,10.7,0.0,1025.5,1024.5,1022.5,0.0,2,0,0.1984126984126984,0.0634920634920634,44.3,39,40.5,33.53333333333333,59.9625175616648,13.733,0.5081967213114754,3.4076923076923076,354,False,False,True,False,True,False,False,0.25038000405444144,0.9681476403781077,0.9081431738250815,-0.4186597375374278,-0.9612616959383188,0.2756373558169994,0.9925461516413221,-0.12186934340514737
2025-03-27,42,57,25.0,13,31,85,19,33,323,8907,3162,83.0,118,0.0,0.0,14,8.0,1.0,15.0,100.0,78.6,51.0,13.0,7.8,0.0,1024.5,1021.0,1016.5,0.0,3,0,0.3219814241486068,0.0588235294117647,46.2,43,40.0,46.93333333333334,30.0,11.55,0.543859649122807,3.5538461538461537,420,False,True,False,False,False,True,False,0.5224985647159488,0.8526401643540923,0.8987940462991669,-0.4383711467890775,-0.9588197348681932,0.2840153447039223,0.9935718556765875,-0.11320321376790671
2025-03-28,48,63,35.0,13,31,64,41,54,462,16839,3855,83.0,159,2.02,0.0,78,7.3,3.0,11.0,100.0,88.5,71.0,28.0,14.8,6.0,1015.5,1012.5,1010.5,0.0,4,0,0.2272727272727272,0.0887445887445887,42.3,37,35.5,27.0,59.9625175616648,14.805,0.492063492063492,3.253846153846154,356,False,False,True,False,True,False,False,0.27144044986507426,0.9624552364536473,0.7101853756232853,-0.7040147244559685,-0.9575713608048143,0.2881962681340896,0.9949685182509117,-0.10018806161207598
2025-03-29,25,63,8.0,13,29,22,0,28,186,23964,3605,83.0,130,0.0,0.0,3,6.8,1.0,11.0,100.0,82.3,66.0,26.0,14.1,2.0,1021.5,1018.9,1014.5,0.0,5,1,0.1182795698924731,0.0,40.3,37,31.33333333333333,34.46666666666667,49.78711984626521,3.224,0.4603174603174603,3.0999999999999996,584,False,True,False,False,False,True,False,0.9575713608048144,0.2881962681340894,0.8681988144891423,-0.49621650367520825,-0.9550199444571867,0.2965415749755707,0.9958049275746618,-0.09150161866340217
2025-03-30,78,63,67.0,13,30,32,115,63,597,10304,4038,82.9,137,0.0,0.0,129,8.0,8.0,8.0,81.0,74.8,71.0,31.0,30.0,28.0,1016.5,1016.0,1015.5,0.0,6,1,0.2462311557788944,0.1926298157453936,51.3,37,40.0,48.79999999999998,100.0,34.371,0.4761904761904761,3.9461538461538463,362,False,False,True,True,False,False,False,0.5482932295199138,0.8362861558477596,-0.04797812852134395,-0.9988483864849507,-0.8410390129643925,0.5409744713679937,0.9411760152563707,-0.3379167180033268
2025-03-31,66,58,54.0,13,29,94,119,53,558,9902,2849,82.9,141,0.0,8.02,42,8.5,5.0,12.0,87.0,72.3,51.0,22.0,16.2,9.0,1030.5,1027.1,1022.5,0.0,0,0,0.3817204301075269,0.2132616487455197,49.2,42,42.5,59.79999999999998,65.0,26.568,0.5,3.784615384615385,285,False,False,True,True,False,False,False,0.25038000405444144,0.9681476403781077,0.4383711467890773,-0.898794046299167,-0.8362861558477594,0.5482932295199139,0.9455185755993168,-0.3255681544571564
2025-04-01,94,55,59.0,13,30,78,139,55,523,9430,3241,82.9,130,0.0,12.4,104,8.7,4.0,14.0,100.0,71.3,38.0,28.0,17.3,7.0,1030.5,1028.5,1026.5,0.0,1,0,0.4149139579349904,0.265774378585086,60.1,45,44.5,60.46666666666667,49.97000899460404,35.459,0.5454545454545454,4.6230769230769235,227,True,False,False,True,False,False,False,0.004363309284746571,0.9999904807207345,0.7040147244559682,-0.7101853756232854,-0.8338858220671683,0.551936985312058,0.9483236552061994,-0.317304656405092
2025-04-02,88,55,61.0,12,31,104,174,46,579,10498,3654,82.9,140,0.0,18.45,142,11.6,6.0,17.0,76.0,58.7,39.0,33.0,22.4,13.0,1027.5,1024.7,1021.5,0.0,2,0,0.4801381692573402,0.3005181347150259,60.7,45,57.666666666666664,84.2,44.99696978044453,37.027,0.5636363636363636,5.058333333333334,183,True,False,False,True,False,False,False,-0.17794354547384153,0.9840406976462909,0.6626200482157374,-0.7489557207890022,-0.8290375725550421,0.5591929034707462,0.9510565162951536,-0.30901699437494734
2025-04-03,82,59,49.0,13,32,52,117,46,541,10327,3825,82.8,146,0.0,12.21,197,14.5,9.0,20.0,71.0,52.1,33.0,30.0,19.7,11.0,1024.5,1022.9,1021.5,0.0,3,0,0.3123844731977819,0.2162661737523105,58.6,41,72.5,95.93333333333334,45.0,28.714,0.5423728813559322,4.507692307692308,215,True,False,False,True,False,False,False,-0.03053851320982367,0.9995335908367129,0.7071067811865476,-0.7071067811865475,-0.8241261886220159,0.5664062369248325,0.9550199444571866,-0.29654157497557104
2025-04-04,83,58,50.0,12,34,63,178,40,560,13598,3797,82.8,155,5.03,15.85,185,14.1,6.0,20.0,81.0,56.0,37.0,26.0,15.9,4.0,1022.5,1020.8,1018.5,0.0,4,0,0.4303571428571429,0.3178571428571428,61.400000000000006,42,66.83333333333334,84.0,29.71249518347281,30.700000000000003,0.5862068965517241,5.116666666666667,215,True,False,False,True,False,False,False,-0.0218148850345609,0.9997620270799091,0.6052939880428945,-0.7960020025346219,-0.8191520442889918,0.573576436351046,0.9575713608048144,-0.2881962681340895
2025-04-05,73,59,48.0,13,35,65,56,65,464,11752,2857,82.6,127,0.0,0.0,65,10.4,7.0,15.0,100.0,64.8,39.0,31.0,23.0,11.0,1022.5,1020.5,1019.5,0.0,5,1,0.2607758620689655,0.1206896551724138,50.2,41,53.99999999999999,64.13333333333333,59.85028020023054,24.096000000000004,0.5932203389830508,3.8615384615384616,252,False,False,True,False,True,False,False,0.14349262199117932,0.9896513868196702,0.7343225094356858,-0.6788007455329416,-0.816641555161679,0.5771451900372334,0.9600498543859287,-0.2798290140309919
2025-04-06,86,58,61.0,12,35,67,102,47,510,11351,2831,82.4,117,0.0,0.0,46,8.3,4.0,12.0,71.0,48.3,33.0,26.0,22.0,13.0,1027.5,1025.3,1022.5,0.0,6,1,0.3313725490196078,0.2,60.8,42,40.5,98.46666666666664,59.9625175616648,37.087999999999994,0.603448275862069,5.066666666666666,209,True,False,False,True,False,False,False,-0.034899496702500823,0.9993908270190958,0.7933533402912352,-0.6087614290087207,-0.8115739819650127,0.5842496656374337,0.9624552364536473,-0.2714404498650742
2025-04-07,87,56,58.0,13,37,55,130,48,487,16891,3450,82.2,149,5.05,0.0,90,8.0,2.0,13.0,81.0,58.5,38.0,22.0,13.2,4.0,1027.5,1026.9,1026.5,0.0,0,0,0.3798767967145791,0.2669404517453799,61.50000000000001,44,38.33333333333334,81.66666666666667,44.92429452713898,35.67,0.6607142857142857,4.730769230769232,202,True,False,False,True,False,False,False,-0.05669278756337689,0.9983916705573489,0.8638355052043958,-0.5037739770455263,-0.8064446042674829,0.591309648363582,0.9659258262890683,-0.25881904510252085
2025-04-08,79,57,45.0,13,34,66,92,42,452,9640,3644,82.0,138,0.0,19.45,144,8.7,4.0,14.0,87.0,63.8,41.0,20.0,14.5,6.0,1029.5,1027.9,1026.5,0.0,1,0,0.3495575221238938,0.2035398230088495,59.2,43,44.5,72.13333333333333,49.97000899460404,26.64,0.5964912280701754,4.553846153846154,219,True,False,False,False,True,False,False,0.02617694830787315,0.9996573249755573,0.8638355052043958,-0.5037739770455263,-0.8012538126910608,0.598324600570659,0.9681476403781077,-0.2503800040544414
