Date,Sleep score,Resting heart rate,Body Battery,Breaths per minute (during sleep),HRV-status,DeepSleep,REM sleep (mins),Restless moments,Duration (mins),Steps,Calories,Weight (in kilograms),Max HR,Run (kms),Ride (kms),Minutes intense exercise,AvgTemp_C,MinTemp_C,MaxTemp_C,Humidity_Max,Humidity_Avg,Humidity_Min,WindSpeed_Max,WindSpeed_Avg,WindSpeed_Min,Pressure_Max,Pressure_Avg,Pressure_Min,Precipitation_mm,DayOfWeek,IsWeekend,Sleep_Efficiency,REM_Sleep_Ratio,Sleep_Quality_Score,HR_Recovery_Score,Temp_Comfort_Index,Humidity_Comfort_Index,Weather_Stability,Sleep_Battery_Interaction,HRV_HR_Ratio,Breathing_Sleep_Quality,MinutesAfterSunset,BedtimeCategory_Early,BedtimeCategory_Late,BedtimeCategory_On Time,Sleep_Duration_Category_Long,Sleep_Duration_Category_Normal,Sleep_Duration_Category_Short,Sleep_Duration_Category_Very_Long,BedTimeSin,BedTimeCos,WakeTimeSin,WakeTimeCos,SunsetSin,SunsetCos,SunriseSin,SunriseCos
2025-01-11,48,60,24.0,13,35,70,0,46,294,9621,3015,75.7,156,2.0,4.0,99,0.7,-4.0,7.0,100.0,89.9,71.0,20.0,7.2,0.0,1033.5,1027.2,1021.5,0.4,5,1,0.238095238095238,0.0,45.900000000000006,40,6.166666666666671,26.06666666666669,44.80640133735314,11.016000000000002,0.5833333333333334,3.530769230769231,544,False,True,False,False,False,True,False,0.48098876891938763,0.8767267557075077,0.9659258262890683,-0.25881904510252085,-0.9550199444571866,-0.29654157497557104,0.748955720789002,-0.6626200482157376
2025-01-12,87,55,58.0,12,34,103,109,46,464,8236,2393,76.2,112,0.0,0.0,9,2.8,0.0,7.0,100.0,85.9,66.0,11.0,5.6,2.0,1042.5,1038.7,1033.5,0.0,6,1,0.4568965517241379,0.2349137931034483,61.2,45,16.33333333333333,32.06666666666666,64.76743930206983,35.496,0.6181818181818182,5.1000000000000005,377,False,True,False,False,True,False,False,-0.2206974350215017,0.9753423205085126,0.9659258262890683,-0.25881904510252085,-0.9563047559630353,-0.2923717047227371,0.7518398074789774,-0.6593458151000688
2025-01-13,88,54,71.0,13,34,103,154,46,659,10670,3318,76.45,150,0.0,4.8,79,0.9,-2.0,5.0,100.0,86.3,65.0,20.0,11.0,2.0,1042.5,1040.8,1036.5,0.0,0,0,0.3899848254931715,0.2336874051593323,61.60000000000001,46,6.5,32.46666666666667,64.82898920986204,43.736,0.6296296296296297,4.738461538461539,165,True,False,False,False,False,False,True,-0.9081431738250815,0.4186597375374277,0.964787323828813,-0.2630312144579746,-0.958819734868193,-0.28401534470392265,0.7547095802227719,-0.6560590289905075
2025-01-14,61,60,41.0,12,34,61,18,46,387,11209,3522,76.7,167,3.0,15.56,137,4.0,-1.0,8.0,100.0,91.3,80.0,30.0,15.9,7.0,1036.5,1033.8,1032.5,0.5,1,0,0.2041343669250646,0.0465116279069767,50.8,40,18.333333333333343,19.13333333333333,54.90750247177105,20.827999999999996,0.5666666666666667,4.233333333333333,432,False,True,False,False,True,False,False,0.03053851320982266,0.9995335908367129,0.964787323828813,-0.2630312144579746,-0.9600498543859286,-0.27982901403099236,0.7575649843840495,-0.6527597524627226
2025-01-15,80,52,52.0,12,34,65,83,46,467,9254,3271,76.7,136,0.0,18.68,105,6.9,5.0,8.0,100.0,98.8,93.0,11.0,6.2,2.0,1035.5,1033.7,1032.5,0.0,2,0,0.3169164882226981,0.1777301927194861,58.400000000000006,48,33.16666666666666,5.466666666666669,84.82326341622372,30.368,0.6538461538461539,4.866666666666667,362,False,False,True,False,True,False,False,-0.26303121445797534,0.9647873238288128,0.964787323828813,-0.2630312144579746,-0.9624552364536473,-0.2714404498650742,0.760405965600031,-0.6494480483301835
2025-01-16,90,55,51.0,11,34,53,115,46,474,12215,3157,75.7,169,3.0,8.0,125,4.3,2.0,7.0,100.0,99.0,93.0,20.0,10.8,0.0,1037.5,1036.4,1034.5,0.0,3,0,0.3544303797468354,0.2426160337552742,62.400000000000006,45,22.16666666666667,5.333333333333343,74.97334754040537,31.824,0.6181818181818182,5.672727272727273,362,False,False,True,False,True,False,False,-0.2588190451025207,0.9659258262890683,0.964787323828813,-0.2630312144579746,-0.963630453208623,-0.26723837607825707,0.760405965600031,-0.6494480483301835
2025-01-17,86,57,50.0,13,34,60,133,46,481,13854,3187,75.9,158,0.0,4.0,124,0.6,0.0,1.0,100.0,100.0,100.0,17.0,8.9,2.0,1038.5,1037.2,1036.5,0.0,4,0,0.4012474012474012,0.2765072765072765,60.8,43,2.6666666666666714,0.0,94.96677704315285,30.4,0.5964912280701754,4.676923076923076,348,False,False,True,True,False,False,False,-0.3090169943749477,0.9510565162951535,0.9713420698132614,-0.237685892326173,-0.9659258262890683,-0.25881904510252063,0.763232469782529,-0.6461239796429636
2025-01-18,74,60,38.0,12,35,38,66,46,423,12014,3188,76.9,136,0.0,7.91,89,-1.0,-2.0,0.0,100.0,99.4,93.0,15.0,9.1,2.0,1036.5,1031.8,1027.5,0.0,5,1,0.2458628841607565,0.1560283687943262,56.3,40,-5.0,5.066666666666691,90.0,21.394,0.5833333333333334,4.691666666666666,366,False,False,True,False,True,False,False,-0.22495105434386534,0.9743700647852351,0.9965655024977614,-0.08280820751220423,-0.9681476403781076,-0.25038000405444183,0.766044443118978,-0.6427876096865394
2025-01-19,74,52,48.0,12,35,49,131,46,573,10168,2480,77.2,107,0.0,0.0,15,-0.7,-1.0,0.0,100.0,96.3,93.0,11.0,6.1,2.0,1027.5,1023.6,1021.5,0.0,6,1,0.3141361256544502,0.2286212914485166,56.3,48,-2.8333333333333286,7.133333333333326,94.86839856055312,27.023999999999997,0.6730769230769231,4.691666666666666,344,False,False,True,True,False,False,False,-0.31316380648375036,0.9496991262018767,0.7431448254773942,-0.6691306063588582,-0.9692309097067544,-0.24615329302899286,0.7716245833877202,-0.6360782202777637
2025-01-20,88,55,62.0,12,35,44,117,46,484,12384,2857,77.2,172,3.0,0.0,63,0.3,-1.0,1.0,100.0,95.0,93.0,17.0,12.5,0.0,1021.5,1019.3,1018.5,0.0,0,0,0.3326446280991735,0.2417355371900826,61.900000000000006,45,0.5,8.0,89.85110843490779,38.378,0.6363636363636364,5.158333333333334,353,False,False,True,True,False,False,False,-0.267238376078258,0.9636304532086227,0.9624552364536473,-0.2714404498650742,-0.9713420698132613,-0.23768589232617343,0.7743926440821857,-0.632705328562516
2025-01-21,85,57,53.0,12,36,75,94,46,461,9945,4217,77.4,158,0.0,24.45,262,0.3,0.0,1.0,100.0,98.8,93.0,20.0,14.7,9.0,1018.5,1015.9,1011.5,0.0,1,0,0.3665943600867679,0.2039045553145336,61.0,43,2.1666666666666714,5.466666666666669,94.86839856055312,32.33,0.631578947368421,5.083333333333333,338,False,False,True,False,True,False,False,-0.32143946530316186,0.9469301294951056,0.964787323828813,-0.2630312144579746,-0.9733792584604485,-0.22920039092241418,0.777145961456971,-0.6293203910498373
2025-01-22,61,60,31.0,12,36,54,66,46,402,9028,3258,78.2,161,1.0,14.56,103,1.8,-1.0,4.0,100.0,96.8,87.0,15.0,9.2,6.0,1011.5,1004.4,999.5,4.4,2,0,0.2985074626865671,0.1641791044776119,51.4,40,8.0,10.799999999999985,74.94007182771666,15.934,0.6,4.283333333333333,393,False,True,False,False,True,False,False,-0.07845909572784562,0.996917333733128,0.9713420698132614,-0.237685892326173,-0.9753423205085126,-0.22069743502150163,0.7798844830928817,-0.6259234721840591
2025-01-23,74,60,34.5,13,35,50,41,46,453,8722,2984,78.2,154,0.0,0.0,72,5.5,4.0,7.0,100.0,88.3,81.0,33.0,22.2,7.0,1005.5,1002.2,998.5,3.1,3,0,0.2008830022075055,0.0905077262693156,56.3,40,27.5,20.46666666666667,85.0,19.4235,0.5833333333333334,4.3307692307692305,362,False,False,True,False,True,False,False,-0.20791169081775987,0.9781476007338056,0.964787323828813,-0.2630312144579746,-0.9762960071199334,-0.21643961393810282,0.782608156852414,-0.6225146366376194
2025-01-24,69,61,38.0,13,34,41,43,46,433,6567,3082,77.8,134,0.0,0.0,47,7.5,5.0,9.0,93.0,88.7,81.0,43.0,28.9,15.0,1003.5,1000.0,996.5,5.3,4,0,0.1939953810623556,0.0993071593533487,54.0,39,35.83333333333334,24.86666666666667,79.7927405783631,20.52,0.5573770491803278,4.153846153846154,371,False,True,False,False,True,False,False,-0.16074256560382694,0.9869963665602318,0.964787323828813,-0.2630312144579746,-0.9781476007338056,-0.2079116908177598,0.788010753606722,-0.6156614753256583
2025-01-25,46,61,22.0,14,33,73,55,46,442,6312,2612,77.4,123,0.0,0.0,12,5.3,2.0,8.0,100.0,89.7,71.0,24.0,11.3,2.0,1008.5,1004.0,999.5,0.3,5,1,0.2895927601809955,0.1244343891402715,44.5,39,25.5,26.200000000000017,69.95004159736656,9.79,0.5409836065573771,3.1785714285714284,375,False,True,False,False,True,False,False,-0.13485093027372372,0.9908658973868821,0.9222009716704518,-0.3867109616368207,-0.9799247046208296,-0.1993679344171973,0.7906895737438435,-0.6122172800344491
2025-01-26,90,54,76.0,12,34,102,95,46,503,10381,2887,77.8,135,0.0,0.0,39,3.5,2.0,6.0,100.0,87.7,76.0,43.0,19.7,0.0,1008.5,1003.2,991.5,9.0,6,1,0.3916500994035785,0.1888667992047713,62.400000000000006,46,19.166666666666657,24.200000000000017,79.7927405783631,47.42400000000001,0.6296296296296297,5.2,411,False,True,False,True,False,False,False,0.03053851320982266,0.9995335908367129,0.7575649843840495,-0.6527597524627226,-0.9816271834476639,-0.19080899537654547,0.7933533402912352,-0.6087614290087207
2025-01-27,80,59,51.0,12,32,47,86,46,521,15231,3083,78.35,171,4.0,0.0,70,8.6,6.0,11.0,100.0,79.7,66.0,43.0,31.0,20.0,991.5,987.4,982.5,0.0,0,0,0.255278310940499,0.165067178502879,57.8,41,42.666666666666664,36.20000000000002,74.99333422198526,29.478,0.5423728813559322,4.816666666666667,362,False,False,True,True,False,False,False,-0.17364817766693127,0.9848077530122079,0.838670567945424,-0.5446390350150272,-0.9832549075639545,-0.18223552549214778,0.7986355100472927,-0.6018150231520484
2025-01-28,79,59,49.0,12,32,51,63,46,481,8467,3664,78.9,147,0.0,16.43,161,7.6,5.0,9.0,93.0,84.2,76.0,37.0,27.8,20.0,990.5,988.9,988.5,0.6,1,0,0.237006237006237,0.1309771309771309,57.4,41,36.0,31.200000000000017,79.70221686981556,28.126,0.5423728813559322,4.783333333333333,333,False,False,True,True,False,False,False,-0.29237170472273627,0.9563047559630357,0.964787323828813,-0.2630312144579746,-0.9840406976462908,-0.17794354547384236,0.8012538126910607,-0.5983246005706591
2025-01-29,48,63,29.0,13,31,57,43,46,463,9296,2765,79.45,145,2.01,0.0,27,7.2,5.0,8.0,100.0,88.6,81.0,41.0,24.4,2.0,1008.5,1000.5,989.5,0.0,2,0,0.2159827213822894,0.0928725701943844,44.7,37,33.66666666666667,20.26666666666665,84.46509306969195,12.963,0.492063492063492,3.4384615384615387,342,False,False,True,False,True,False,False,-0.24615329302899291,0.9692309097067544,0.9659258262890683,-0.25881904510252085,-0.9855560590580776,-0.16934950384902486,0.8064446042674828,-0.5913096483635821
2025-01-30,63,61,46.0,12,31,64,21,46,345,6150,3313,80.0,140,0.0,26.7,109,5.2,2.0,7.0,100.0,89.5,76.0,20.0,10.9,0.0,1022.5,994.1,1000.0,0.0,3,0,0.2463768115942029,0.0608695652173913,50.7,39,23.66666666666667,23.0,74.67544011570322,23.322000000000003,0.5081967213114754,4.2250000000000005,454,False,True,False,False,False,True,False,0.24615329302899303,0.9692309097067544,0.9799247046208296,-0.19936793441719708,-0.9869963665602319,-0.160742565603826,0.8090169943749475,-0.587785252292473
2025-01-31,49,60,42.0,13,31,65,50,46,517,10897,4166,79.7,167,0.0,15.48,241,2.2,-1.0,6.0,100.0,92.5,81.0,15.0,9.6,2.0,1031.5,1027.0,1023.5,0.0,4,0,0.2224371373307543,0.0967117988394584,45.099999999999994,40,12.0,17.666666666666657,64.95716906412954,18.941999999999997,0.5166666666666667,3.469230769230769,327,False,False,True,True,False,False,False,-0.29237170472273627,0.9563047559630357,0.9222009716704518,-0.3867109616368207,-0.9883615104677607,-0.15212338618991714,0.8141155183563192,-0.5807029557109398
2025-02-01,49,63,36.0,12,32,79,66,61,588,6504,3781,79.5,151,0.0,30.43,249,1.0,-3.0,7.0,100.0,87.3,61.0,13.0,7.1,1.0,1033.5,1031.6,1028.5,0.0,5,1,0.2465986394557823,0.1122448979591836,40.9,37,8.333333333333343,34.46666666666667,49.667770431528325,14.723999999999998,0.5079365079365079,3.408333333333333,310,False,False,True,True,False,False,False,-0.3542910379977158,0.9351352096860117,0.7547095802227719,-0.6560590289905075,-0.9896513868196702,-0.1434926219911794,0.816641555161679,-0.5771451900372335
2025-02-02,50,59,34.0,13,30,92,153,45,618,8005,2981,79.5,151,0.0,9.48,76,0.0,-4.0,5.0,93.0,85.3,65.0,15.0,8.2,4.0,1028.5,1025.6,1024.5,0.0,6,1,0.3964401294498382,0.2475728155339805,45.5,41,1.6666666666666572,37.79999999999998,54.90750247177105,15.47,0.5084745762711864,3.5,285,False,False,True,False,False,False,True,-0.4461978131098095,0.8949343616020247,0.7223639620597556,-0.6915130557822693,-0.9908658973868822,-0.13485093027372277,0.8216469379421637,-0.569996762596303
2025-02-03,78,62,43.0,12,29,45,76,50,512,8010,3709,79.5,156,0.0,14.51,159,1.0,-4.0,7.0,100.0,90.5,76.0,13.0,9.8,2.0,1027.5,1026.5,1025.5,0.0,0,0,0.236328125,0.1484375,54.900000000000006,38,6.666666666666657,22.333333333333343,44.92429452713898,23.607000000000003,0.4677419354838709,4.575,292,False,False,True,True,False,False,False,-0.4107188526134778,0.9117620435770883,0.964787323828813,-0.2630312144579746,-0.992004949679715,-0.12619896913583006,0.8265897491271886,-0.5628049276950686
2025-02-04,75,61,43.0,12,29,61,49,46,462,8130,3595,79.5,179,3.0,19.6,162,3.0,1.0,6.0,100.0,90.2,81.0,30.0,20.0,11.0,1028.5,1026.2,1025.5,0.0,1,0,0.238095238095238,0.106060606060606,54.900000000000006,39,16.666666666666657,19.200000000000017,74.83388521576416,23.607000000000003,0.4754098360655737,4.575,369,False,False,True,False,True,False,False,-0.07845909572784562,0.996917333733128,0.9304175679820246,-0.3665012267242972,-0.9930684569549263,-0.1175373974578376,0.8290375725550417,-0.5591929034707467
2025-02-05,77,61,44.0,12,30,57,63,45,498,7806,3438,79.5,146,0.0,12.97,78,4.9,1.0,9.0,100.0,91.8,71.0,24.0,12.8,2.0,1041.5,1036.1,1028.5,0.0,2,0,0.2409638554216867,0.1265060240963855,56.3,39,24.83333333333333,24.799999999999983,59.99583355032462,24.772,0.4918032786885246,4.691666666666666,306,False,False,True,True,False,False,False,-0.3420201433256686,0.9396926207859084,0.964787323828813,-0.2630312144579746,-0.9935718556765875,-0.11320321376790694,0.8338858220671682,-0.5519369853120581
2025-02-06,79,59,49.0,12,29,71,87,52,466,12860,3064,80.0,127,0.0,4.15,76,3.9,0.0,7.0,100.0,90.9,76.0,24.0,12.7,0.0,1044.5,1042.2,1038.5,0.0,3,0,0.3390557939914163,0.186695278969957,54.7,41,18.166666666666657,22.06666666666669,64.92389227218428,26.803,0.4915254237288136,4.558333333333334,321,False,False,True,False,True,False,False,-0.27144044986507426,0.9624552364536473,0.9670459389139432,-0.2546019482055275,-0.9945218953682734,-0.10452846326765336,0.838670567945424,-0.5446390350150272
2025-02-07,83,58,56.0,12,30,71,87,45,518,10736,3451,80.0,158,0.0,0.0,97,3.2,2.0,4.0,93.0,77.2,70.0,35.0,28.3,19.0,1038.5,1029.8,1022.5,0.0,4,0,0.305019305019305,0.1679536679536679,58.7,42,15.333333333333329,39.866666666666674,89.93355408630566,32.872,0.5172413793103449,4.891666666666667,270,False,False,True,True,False,False,False,-0.4694715627858908,0.882947592858927,0.9723699203976767,-0.23344536385590514,-0.9953961983671787,-0.09584575252022441,0.8410390129643925,-0.5409744713679938
2025-02-08,59,62,36.0,13,30,64,110,54,509,12840,2996,80.0,168,2.5,0.0,41,4.0,2.0,7.0,81.0,77.1,70.0,26.0,15.2,4.0,1025.5,1021.7,1019.5,0.0,5,1,0.3418467583497053,0.2161100196463654,46.4,38,21.666666666666657,47.93333333333334,74.83388521576417,16.703999999999997,0.4838709677419355,3.569230769230769,336,False,False,True,True,False,False,False,-0.19080899537654467,0.981627183447664,0.8870108331782218,-0.4617486132350338,-0.9961946980917455,-0.08715574274765825,0.8457278217039732,-0.5336145159156115
2025-02-09,78,61,50.0,13,31,59,75,44,452,8455,4720,80.0,149,0.0,18.3,339,3.9,2.0,5.0,87.0,81.4,75.0,22.0,13.7,4.0,1030.5,1028.5,1025.5,0.0,6,1,0.2964601769911504,0.165929203539823,57.3,39,18.166666666666657,37.73333333333332,84.82326341622372,28.65,0.5081967213114754,4.407692307692307,363,False,False,True,False,True,False,False,-0.06540312923014367,0.9978589232386035,0.9396926207859084,-0.3420201433256687,-0.996917333733128,-0.07845909572784557,0.8503522249955631,-0.5262139236518693
2025-02-10,47,60,30.0,13,30,40,39,43,429,6278,3406,80.0,141,0.0,15.39,110,2.3,2.0,3.0,87.0,81.6,75.0,33.0,27.8,24.0,1030.5,1025.3,1018.5,6.6,0,0,0.1841491841491841,0.0909090909090909,44.9,40,12.166666666666671,37.599999999999994,94.86839856055312,13.47,0.5,3.4538461538461536,352,False,False,True,False,True,False,False,-0.10452846326765342,0.9945218953682733,0.964787323828813,-0.2630312144579746,-0.9975640502598242,-0.06975647374412558,0.8549118706729467,-0.5187732581605212
2025-02-11,84,59,64.0,13,31,71,67,49,464,9062,4290,80.0,159,0.0,17.76,287,2.6,2.0,4.0,100.0,93.7,87.0,26.0,18.1,9.0,1018.5,1017.4,1015.5,6.5,1,0,0.2974137931034483,0.1443965517241379,58.2,41,14.333333333333345,12.866666666666674,89.73679712110624,37.248,0.5254237288135594,4.476923076923077,314,False,False,True,False,True,False,False,-0.2588190451025207,0.9659258262890683,0.9781476007338057,-0.20791169081775912,-0.9981347984218669,-0.06104853953485769,0.8594064115014528,-0.5112930860770519
2025-02-12,46,63,29.0,13,30,68,26,40,442,5936,3834,80.0,142,0.0,24.0,229,3.8,2.0,6.0,100.0,95.0,81.0,23.0,7.8,2.0,1019.5,1017.9,1017.5,0.3,2,0,0.2126696832579185,0.0588235294117647,45.400000000000006,37,19.66666666666667,16.0,79.96669439824437,13.166000000000002,0.4761904761904761,3.492307692307693,403,False,True,False,False,True,False,False,0.134850930273723,0.9908658973868822,0.8638355052043958,-0.5037739770455263,-0.9986295347545738,-0.052335956242944306,0.8638355052043958,-0.5037739770455263
2025-02-13,83,58,70.0,12,30,47,72,42,487,9763,2792,80.0,117,0.0,0.0,4,1.1,-2.0,3.0,100.0,83.3,70.0,22.0,14.3,2.0,1025.5,1022.3,1019.5,0.0,3,0,0.24435318275154,0.1478439425051334,59.6,42,3.5,31.13333333333333,74.76114107175206,41.72,0.5172413793103449,4.966666666666667,384,False,True,False,True,False,False,False,0.06104853953485687,0.9981347984218669,0.7906895737438435,-0.6122172800344491,-0.9990482215818578,-0.04361938736533613,0.8681988144891423,-0.49621650367520825
2025-02-14,49,62,37.0,13,30,65,68,47,448,7266,3303,80.0,140,0.0,8.0,86,0.2,-4.0,4.0,100.0,82.3,65.0,13.0,7.2,0.0,1029.5,1027.9,1025.5,0.0,4,0,0.296875,0.1517857142857142,44.5,38,0.3333333333333286,35.133333333333326,59.98333680410955,16.465,0.4838709677419355,3.423076923076923,411,False,True,False,False,True,False,False,0.18223552549214747,0.9832549075639546,0.816641555161679,-0.5771451900372335,-0.9992290362407229,-0.03925981575906901,0.8724960070727971,-0.48862124149695507
2025-02-15,66,60,53.0,13,31,100,76,63,516,16238,3883,80.0,154,0.0,0.0,144,1.9,0.0,4.0,87.0,74.8,61.0,15.0,8.3,2.0,1028.5,1024.4,1022.5,0.0,5,1,0.3410852713178294,0.1472868217054263,46.8,40,9.833333333333345,51.46666666666667,79.99166840205477,24.803999999999995,0.5166666666666667,3.5999999999999996,336,False,False,True,True,False,False,False,-0.13485093027372372,0.9908658973868821,0.788010753606722,-0.6156614753256583,-0.9995335908367129,-0.030538513209822718,0.8767267557075078,-0.48098876891938747
2025-02-16,34,64,7.0,15,28,52,5,14,255,13365,4072,80.0,198,1.21,0.0,97,0.5,-3.0,4.0,86.0,76.2,56.0,30.0,18.0,7.0,1025.5,1023.4,1021.5,0.0,6,1,0.2235294117647059,0.0196078431372549,47.8,36,2.5,54.53333333333333,65.0,3.346,0.4375,3.186666666666667,799,False,True,False,False,False,True,False,0.9483236552061994,-0.317304656405092,0.10018806161207594,-0.9949685182509117,-0.9997620270799091,-0.021814885034560836,0.8808907382053855,-0.4733196671848433
2025-02-17,85,56,85.0,12,30,93,231,69,790,4767,2532,80.0,121,0.0,0.0,0,-1.5,-5.0,2.0,93.0,76.8,64.0,17.0,12.4,7.0,1026.5,1025.3,1023.5,0.0,0,0,0.410126582278481,0.2924050632911392,52.3,44,-7.5,44.133333333333326,65.0,44.455,0.5357142857142857,4.358333333333333,212,True,False,False,False,False,False,True,-0.6122172800344494,0.7906895737438433,0.2798290140309923,-0.9600498543859286,-0.999914327574007,-0.013089595571344698,0.8849876374630419,-0.4656145203251114
