Date,Sleep score,Resting heart rate,Body Battery,Breaths per minute (during sleep),HRV-status,Deep sleep (mins),REM sleep (mins),Restless moments,Duration (mins),Bed-time,Wakeup-time,Steps,Calories,Weight (in kilograms),Max HR,Run (kms),Ride (kms),Minutes intense exercise,AvgTemp_C,MinTemp_C,MaxTemp_C,Sunrise,Sunset,Humidity_Max,Humidity_Avg,Humidity_Min,WindSpeed_Max,WindSpeed_Avg,WindSpeed_Min,Pressure_Max,Pressure_Avg,Pressure_Min,Precipitation_mm
2025-02-05,77,61,44.0,12,30,57,63,45,498,10:40 PM,7:01 AM,7806,3438,79.5,146,0.0,12.97,78,4.9,1.0,9.0,08:14,17:34,100.0,91.8,71.0,24.0,12.8,2.0,1041.5,1036.1,1028.5,0.0
2025-02-04,75,61,43.0,12,29,61,49,46,462,11:42 PM,7:26 AM,8130,3595,79.5,179,3.0,19.6,162,3.0,1.0,6.0,08:16,17:33,100.0,90.2,81.0,30.0,20.0,11.0,1028.5,1026.2,1025.5,0.0
2025-02-03,78,62,43.0,12,29,45,76,50,512,10:23 PM,7:01 AM,8010,3709,79.5,156,0.0,14.51,159,1.0,-4.0,7.0,08:17,17:31,100.0,90.5,76.0,13.0,9.8,2.0,1027.5,1026.5,1025.5,0.0
2025-02-02,50,59,34.0,13,30,92,153,45,618,10:14 PM,8:55 AM,8005,2981,79.5,151,0.0,9.48,76,0.0,-4.0,5.0,08:19,17:29,93.0,85.3,65.0,15.0,8.2,4.0,1028.5,1025.6,1024.5,0.0
2025-02-01,49,63,36.0,12,32,79,66,61,588,10:37 PM,8:44 AM,6504,3781,79.5,151,0.0,30.43,249,1.0,-3.0,7.0,08:21,17:27,100.0,87.3,61.0,13.0,7.1,1.0,1033.5,1031.6,1028.5,0.0
2025-01-31,49,60,42.0,13,31,65,50,46,517,10:52 PM,7:31 AM,10897,4166,79.7,167,0.0,15.48,241,2.2,-1.0,6.0,08:22,17:25,100.0,92.5,81.0,15.0,9.6,2.0,1031.5,1027.0,1023.5,0.0
2025-01-30,63,61,46.0,12,31,64,21,46,345,12:57 AM,6:46 AM,6150,3313,80.0,140,0.0,26.7,109,5.2,2.0,7.0,08:24,17:23,100.0,89.5,76.0,20.0,10.9,0.0,1022.5,994.1,1000.0,0.0
2025-01-29,48,63,29.0,13,31,57,43,46,463,11:03 PM,7:00 AM,9296,2765,79.45,145,2.01,0.0,27,7.2,5.0,8.0,08:25,17:21,100.0,88.6,81.0,41.0,24.4,2.0,1008.5,1000.5,989.5,0.0
2025-01-28,79,59,49.0,12,32,51,63,46,481,10:52 PM,7:01 AM,8467,3664,78.9,147,0.0,16.43,161,7.6,5.0,9.0,08:27,17:19,93.0,84.2,76.0,37.0,27.8,20.0,990.5,988.9,988.5,0.6
2025-01-27,80,59,51.0,12,32,47,86,46,521,11:20 PM,8:12 AM,15231,3083,78.35,171,4.0,0.0,70,8.6,6.0,11.0,08:28,17:18,100.0,79.7,66.0,43.0,31.0,20.0,991.5,987.4,982.5,0.0
2025-01-26,90,54,76.0,12,34,102,95,46,503,12:07 AM,8:43 AM,10381,2887,77.8,135,0.0,0.0,39,3.5,2.0,6.0,08:30,17:16,100.0,87.7,76.0,43.0,19.7,0.0,1008.5,1003.2,991.5,9.0
2025-01-25,46,61,22.0,14,33,73,55,46,442,11:29 PM,7:31 AM,6312,2612,77.4,123,0.0,0.0,12,5.3,2.0,8.0,08:31,17:14,100.0,89.7,71.0,24.0,11.3,2.0,1008.5,1004.0,999.5,0.3
2025-01-24,69,61,38.0,13,34,41,43,46,433,11:23 PM,7:01 AM,6567,3082,77.8,134,0.0,0.0,47,7.5,5.0,9.0,08:32,17:12,93.0,88.7,81.0,43.0,28.9,15.0,1003.5,1000.0,996.5,5.3
2025-01-23,74,60,34.5,13,35,50,41,46,453,11:12 PM,7:01 AM,8722,2984,78.2,154,0.0,0.0,72,5.5,4.0,7.0,08:34,17:10,100.0,88.3,81.0,33.0,22.2,7.0,1005.5,1002.2,998.5,3.1
2025-01-22,61,60,31.0,12,36,54,66,46,402,11:42 PM,6:55 AM,9028,3258,78.2,161,1.0,14.56,103,1.8,-1.0,4.0,08:35,17:09,100.0,96.8,87.0,15.0,9.2,6.0,1011.5,1004.4,999.5,4.4
2025-01-21,85,57,53.0,12,36,75,94,46,461,10:45 PM,7:01 AM,9945,4217,77.4,158,0.0,24.45,262,0.3,0.0,1.0,08:36,17:07,100.0,98.8,93.0,20.0,14.7,9.0,1018.5,1015.9,1011.5,0.0
2025-01-20,88,55,62.0,12,35,44,117,46,484,10:58 PM,7:03 AM,12384,2857,77.2,172,3.0,0.0,63,0.3,-1.0,1.0,08:37,17:05,100.0,95.0,93.0,17.0,12.5,0.0,1021.5,1019.3,1018.5,0.0
2025-01-19,74,52,48.0,12,35,49,131,46,573,10:47 PM,8:48 AM,10168,2480,77.2,107,0.0,0.0,15,-0.7,-1.0,0.0,08:38,17:03,100.0,96.3,93.0,11.0,6.1,2.0,1027.5,1023.6,1021.5,0.0
2025-01-18,74,60,38.0,12,35,38,66,46,423,11:08 PM,6:19 AM,12014,3188,76.9,136,0.0,7.91,89,-1.0,-2.0,0.0,08:40,17:02,100.0,99.4,93.0,15.0,9.1,2.0,1036.5,1031.8,1027.5,0.0
2025-01-17,86,57,50.0,13,34,60,133,46,481,10:48 PM,6:55 AM,13854,3187,75.9,158,0.0,4.0,124,0.6,0.0,1.0,08:41,17:00,100.0,100.0,100.0,17.0,8.9,2.0,1038.5,1037.2,1036.5,0.0
2025-01-16,90,55,51.0,11,34,53,115,46,474,11:00 PM,7:01 AM,12215,3157,75.7,169,3.0,8.0,125,4.3,2.0,7.0,08:42,16:58,100.0,99.0,93.0,20.0,10.8,0.0,1037.5,1036.4,1034.5,0.0
2025-01-15,80,52,52.0,12,34,65,83,46,467,10:59 PM,7:01 AM,9254,3271,76.7,136,0.0,18.68,105,6.9,5.0,8.0,08:42,16:57,100.0,98.8,93.0,11.0,6.2,2.0,1035.5,1033.7,1032.5,0.0
2025-01-14,61,60,41.0,12,34,61,18,46,387,12:07 AM,7:01 AM,11209,3522,76.7,167,3.0,15.56,137,4.0,-1.0,8.0,08:43,16:55,100.0,91.3,80.0,30.0,15.9,7.0,1036.5,1033.8,1032.5,0.5
2025-01-13,88,54,71.0,13,34,103,154,46,659,7:39 PM,7:01 AM,10670,3318,76.45,150,0.0,4.8,79,0.9,-2.0,5.0,08:44,16:54,100.0,86.3,65.0,20.0,11.0,2.0,1042.5,1040.8,1036.5,0.0
2025-01-12,87,55,58.0,12,34,103,109,46,464,11:09 PM,7:00 AM,8236,2393,76.2,112,0.0,0.0,9,2.8,0.0,7.0,08:45,16:52,100.0,85.9,66.0,11.0,5.6,2.0,1042.5,1038.7,1033.5,0.0
2025-01-11,48,60,24.0,13,35,70,0,46,294,1:55 AM,7:00 AM,9621,3015,75.7,156,2.0,4.0,99,0.7,-4.0,7.0,08:46,16:51,100.0,89.9,71.0,20.0,7.2,0.0,1033.5,1027.2,1021.5,0.4
2025-01-10,66,60,43.5,12,37,54,49,46,441,11:20 PM,7:00 AM,18085,3837,76.2,144,0.0,0.0,144,2.8,-2.0,5.0,08:46,16:49,100.0,85.0,70.0,28.0,14.1,0.0,1021.5,1017.0,1011.5,1.7
2025-01-09,79,57,63.0,12,37,65,110,46,512,11:02 PM,8:28 AM,6483,3261,75.5,172,0.0,14.0,130,2.5,1.0,5.0,08:47,16:48,100.0,85.5,61.0,31.0,14.5,2.0,1011.5,1003.4,998.5,3.0
2025-01-08,76,55,51.0,12,37,41,91,46,444,11:06 PM,6:56 AM,11443,3355,76.1,147,0.0,18.29,138,3.6,2.0,5.0,08:48,16:46,100.0,81.0,70.0,43.0,16.5,4.0,1003.5,1001.0,998.5,0.0
2025-01-07,77,57,58.0,12,36,89,51,46,479,10:39 PM,7:02 AM,7525,3411,76.4,160,0.0,13.63,103,4.2,3.0,6.0,08:48,16:45,93.0,85.2,65.0,37.0,25.4,17.0,999.5,996.0,991.5,2.3
2025-01-06,87,54,59.0,13,35,91,109,46,490,10:42 PM,7:01 AM,7936,2627,77.1,119,0.0,0.0,0,9.1,5.0,12.0,08:49,16:44,94.0,82.4,70.0,67.0,38.6,28.0,991.5,983.2,974.5,2.0
2025-01-05,81,55,65.0,12,34,35,82,46,489,10:51 PM,7:06 AM,7652,2834,76.6,136,0.0,9.1,64,4.8,0.0,12.0,08:49,16:42,100.0,95.2,81.0,41.0,25.4,11.0,1009.5,994.5,986.5,21.2
2025-01-04,81,58,59.0,12,32,63,92,46,460,10:51 PM,6:50 AM,13870,2661,76.3,130,0.0,0.0,8,2.3,0.0,4.0,08:49,16:41,100.0,92.9,87.0,24.0,13.3,6.0,1021.5,1017.1,1009.5,1.8
2025-01-03,67,57,44.0,12,31,20,46,46,471,10:48 PM,7:01 AM,12183,2905,76.3,123,0.0,0.0,15,2.9,1.0,5.0,08:50,16:40,93.0,83.1,61.0,35.0,17.7,2.0,1020.5,1018.0,1016.5,2.1
2025-01-02,83,56,44.0,12,30,86,77,46,518,10:16 PM,7:01 AM,11470,3070,76.3,168,1.01,0.0,19,3.6,1.0,6.0,08:50,16:39,93.0,84.3,76.0,22.0,11.5,2.0,1017.5,1013.3,1007.5,3.2
2025-01-01,73,58,44.0,12,29,48,48,46,466,2:59 AM,11:03 AM,9295,2627,76.3,119,0.0,0.0,30,8.0,6.0,9.0,08:50,16:37,93.0,85.0,76.0,61.0,42.3,17.0,1015.5,1008.2,1002.5,21.0
