Date,Sleep score,Resting heart rate,Body Battery,Breaths per minute (during sleep),HRV-status,DeepSleep,REM sleep (mins),Restless moments,Duration (mins),Bed-time,Wakeup-time,Steps,Calories,Weight (in kilograms),Max HR,Run (kms),Ride (kms),Minutes intense exercise,AvgTemp_C,MinTemp_C,MaxTemp_C,Sunrise,Sunset,Humidity_Max,Humidity_Avg,Humidity_Min,WindSpeed_Max,WindSpeed_Avg,WindSpeed_Min,Pressure_Max,Pressure_Avg,Pressure_Min,Precipitation_mm,DayOfWeek,IsWeekend,Sleep_Efficiency,REM_Sleep_Ratio,Sleep_Quality_Score,HR_Recovery_Score,Temp_Comfort_Index,Humidity_Comfort_Index,Weather_Stability,Sleep_Battery_Interaction,HRV_HR_Ratio,Breathing_Sleep_Quality,BedTimeMinutes,SunsetMinutes,WakeTimeMinutes,SunriseMinutes,MinutesAfterSunset,BedtimeCategory_Early,BedtimeCategory_Late,BedtimeCategory_On Time,Sleep_Duration_Category_Long,Sleep_Duration_Category_Normal,Sleep_Duration_Category_Short,Sleep_Duration_Category_Very_Long
2025-03-29,25,63,8.0,13,29,22,0,28,186,4:53 AM,7:59 AM,23964,3605,83.0,130,0.0,0.0,3,6.8,1.0,11.0,06:21,19:09,100.0,82.3,66.0,26.0,14.1,2.0,1021.5,1018.9,1014.5,0.0,5,1,0.1182795698924731,0.0,40.3,37,31.33333333333333,34.46666666666667,49.78711984626521,3.224,0.4603174603174603,3.0999999999999996,293,1149,479,381,584,False,True,False,False,False,True,False
2025-03-30,78,63,67.0,13,30,32,115,63,597,2:13 AM,12:11 PM,10304,4038,82.9,137,0.0,0.0,129,8.0,8.0,8.0,07:19,20:11,81.0,74.8,71.0,31.0,30.0,28.0,1016.5,1016.0,1015.5,0.0,6,1,0.2462311557788944,0.1926298157453936,51.3,37,40.0,48.79999999999998,100.0,34.371,0.4761904761904761,3.9461538461538463,133,1211,731,439,362,False,False,True,True,False,False,False
2025-03-31,66,58,54.0,13,29,94,119,53,558,12:58 AM,10:16 AM,9902,2849,82.9,141,0.0,8.02,42,8.5,5.0,12.0,07:16,20:13,87.0,72.3,51.0,22.0,16.2,9.0,1030.5,1027.1,1022.5,0.0,0,0,0.3817204301075269,0.2132616487455197,49.2,42,42.5,59.79999999999998,65.0,26.568,0.5,3.784615384615385,58,1213,616,436,285,False,False,True,True,False,False,False
2025-04-01,94,55,59.0,13,30,78,139,55,523,12:01 AM,9:01 AM,9430,3241,82.9,130,0.0,12.4,104,8.7,4.0,14.0,07:14,20:14,100.0,71.3,38.0,28.0,17.3,7.0,1030.5,1028.5,1026.5,0.0,1,0,0.4149139579349904,0.265774378585086,60.1,45,44.5,60.46666666666667,49.97000899460404,35.459,0.5454545454545454,4.6230769230769235,1,1214,541,434,227,True,False,False,True,False,False,False
2025-04-02,88,55,61.0,12,31,104,174,46,579,11:19 PM,9:14 AM,10498,3654,82.9,140,0.0,18.45,142,11.6,6.0,17.0,07:12,20:16,76.0,58.7,39.0,33.0,22.4,13.0,1027.5,1024.7,1021.5,0.0,2,0,0.4801381692573402,0.3005181347150259,60.7,45,57.666666666666664,84.2,44.99696978044453,37.027,0.5636363636363636,5.058333333333334,1399,1216,554,432,183,True,False,False,True,False,False,False
2025-04-03,82,59,49.0,13,32,52,117,46,541,11:53 PM,9:00 AM,10327,3825,82.8,146,0.0,12.21,197,14.5,9.0,20.0,07:09,20:18,71.0,52.1,33.0,30.0,19.7,11.0,1024.5,1022.9,1021.5,0.0,3,0,0.3123844731977819,0.2162661737523105,58.6,41,72.5,95.93333333333334,45.0,28.714,0.5423728813559322,4.507692307692308,1433,1218,540,429,215,True,False,False,True,False,False,False
2025-04-04,83,58,50.0,12,34,63,178,40,560,11:55 PM,9:31 AM,13598,3797,82.8,155,5.03,15.85,185,14.1,6.0,20.0,07:07,20:20,81.0,56.0,37.0,26.0,15.9,4.0,1022.5,1020.8,1018.5,0.0,4,0,0.4303571428571429,0.3178571428571428,61.400000000000006,42,66.83333333333334,84.0,29.71249518347281,30.700000000000003,0.5862068965517241,5.116666666666667,1435,1220,571,427,215,True,False,False,True,False,False,False
2025-04-05,73,59,48.0,13,35,65,56,65,464,12:33 AM,8:51 AM,11752,2857,82.6,127,0.0,0.0,65,10.4,7.0,15.0,07:05,20:21,100.0,64.8,39.0,31.0,23.0,11.0,1022.5,1020.5,1019.5,0.0,5,1,0.2607758620689655,0.1206896551724138,50.2,41,53.99999999999999,64.13333333333333,59.85028020023054,24.096000000000004,0.5932203389830508,3.8615384615384616,33,1221,531,425,252,False,False,True,False,True,False,False
2025-04-06,86,58,61.0,12,35,67,102,47,510,11:52 PM,8:30 AM,11351,2831,82.4,117,0.0,0.0,46,8.3,4.0,12.0,07:03,20:23,71.0,48.3,33.0,26.0,22.0,13.0,1027.5,1025.3,1022.5,0.0,6,1,0.3313725490196078,0.2,60.8,42,40.5,98.46666666666664,59.9625175616648,37.087999999999994,0.603448275862069,5.066666666666666,1432,1223,510,423,209,True,False,False,True,False,False,False
2025-04-07,87,56,58.0,13,37,55,130,48,487,11:47 PM,8:01 AM,16891,3450,82.2,149,5.05,0.0,90,8.0,2.0,13.0,07:00,20:25,81.0,58.5,38.0,22.0,13.2,4.0,1027.5,1026.9,1026.5,0.0,0,0,0.3798767967145791,0.2669404517453799,61.50000000000001,44,38.33333333333334,81.66666666666667,44.92429452713898,35.67,0.6607142857142857,4.730769230769232,1427,1225,481,420,202,True,False,False,True,False,False,False
2025-04-08,79,57,45.0,13,34,66,92,42,452,12:06 AM,8:01 AM,9640,3644,82.0,138,0.0,19.45,144,8.7,4.0,14.0,06:58,20:27,87.0,63.8,41.0,20.0,14.5,6.0,1029.5,1027.9,1026.5,0.0,1,0,0.3495575221238938,0.2035398230088495,59.2,43,44.5,72.13333333333333,49.97000899460404,26.64,0.5964912280701754,4.553846153846154,6,1227,481,418,219,True,False,False,False,True,False,False
2025-04-09,81,58,52.0,12,34,46,85,33,460,12:06 AM,8:01 AM,9648,3517,81.0,141,0.0,15.18,130,8.0,5.0,11.0,06:56,20:28,87.0,74.8,62.0,26.0,15.7,7.0,1029.5,1027.4,1025.5,0.0,2,0,0.2847826086956522,0.1847826086956521,62.7,42,40.0,50.79999999999998,70.0,32.604,0.5862068965517241,5.2250000000000005,6,1228,481,416,218,True,False,False,False,True,False,False
2025-04-10,84,59,52.0,13,34,69,88,40,484,11:57 PM,8:04 AM,12419,4187,82.0,164,5.03,24.25,240,9.1,4.0,13.0,06:53,20:30,93.0,75.3,63.0,26.0,15.7,7.0,1029.5,1027.4,1025.5,0.0,3,0,0.3243801652892562,0.1818181818181818,61.8,41,43.50000000000001,45.79999999999998,54.86686361441297,32.135999999999996,0.576271186440678,4.753846153846154,1437,1230,484,413,207,True,False,False,True,False,False,False
2025-04-11,87,59,56.0,13,34,84,120,56,534,11:04 PM,8:10 AM,9012,3586,82.0,152,0.0,8.12,155,9.9,3.0,16.0,06:51,20:32,100.0,80.1,59.0,22.0,11.7,4.0,1026.5,1022.2,1018.5,0.0,4,0,0.3820224719101123,0.2247191011235955,58.2,41,48.166666666666664,40.599999999999994,34.95898729775702,32.592000000000006,0.576271186440678,4.476923076923077,1384,1232,490,411,152,True,False,False,True,False,False,False
2025-04-12,72,60,46.0,13,34,39,48,43,408,1:08 AM,8:21 AM,11587,3238,82.0,174,3.01,0.0,40,15.0,6.0,23.0,06:49,20:33,100.0,63.0,33.0,26.0,14.8,0.0,1018.5,1010.4,1001.5,3.8,5,1,0.213235294117647,0.1176470588235294,56.099999999999994,40,73.33333333333333,69.33333333333334,14.95099451884616,25.805999999999997,0.5666666666666667,4.315384615384615,68,1233,501,409,275,False,False,True,False,True,False,False
2025-04-13,60,63,38.0,13,33,56,39,46,443,3:08 AM,10:47 AM,11154,2779,82.0,119,0.0,0.0,24,13.9,11.0,17.0,06:47,20:35,94.0,72.5,48.0,33.0,22.3,17.0,1007.5,1000.2,998.5,0.0,6,1,0.2144469525959368,0.0880361173814898,50.1,37,69.83333333333334,57.0,69.9944449587525,19.038,0.5238095238095238,3.853846153846154,188,1235,647,407,393,False,True,False,False,True,False,False
2025-04-14,44,62,36.0,13,32,80,21,49,391,12:45 AM,7:17 AM,15754,3804,82.5,156,7.98,12.29,138,12.6,9.0,16.0,06:44,20:37,94.0,70.1,48.0,20.0,14.7,7.0,1009.5,1007.5,1003.5,0.0,0,0,0.258312020460358,0.0537084398976982,42.5,38,62.666666666666664,58.599999999999994,64.99523841913313,15.3,0.5161290322580645,3.269230769230769,45,1237,437,404,248,True,False,False,False,True,False,False
2025-04-15,60,63,41.0,14,32,81,89,42,534,12:59 AM,10:04 AM,6371,2741,83.0,134,0.0,4.01,34,14.5,10.0,21.0,06:42,20:39,100.0,73.5,56.0,33.0,17.2,4.0,1003.5,998.9,996.5,1.5,1,0,0.3183520599250936,0.1666666666666666,51.0,37,75.83333333333333,47.0,44.6977999232098,20.91,0.5079365079365079,3.642857142857143,59,1239,604,402,260,False,False,True,True,False,False,False
2025-04-16,81,57,62.0,13,32,59,80,51,482,1:06 AM,9:16 AM,8701,4380,83.0,144,0.0,54.09,288,10.8,9.0,12.0,06:40,20:40,100.0,76.7,62.0,20.0,11.4,2.0,1012.5,1007.3,1000.5,0.0,2,0,0.2883817427385892,0.1659751037344398,56.7,43,53.0,40.866666666666674,84.9003311294585,35.153999999999996,0.5614035087719298,4.361538461538461,66,1240,556,400,266,False,False,True,True,False,False,False
2025-04-17,87,58,51.0,13,32,79,120,45,515,11:46 PM,8:22 AM,13531,3179,84.0,158,6.49,0.0,104,10.5,8.0,13.0,06:38,20:42,87.0,71.8,54.0,15.0,8.8,2.0,1014.5,1012.9,1011.5,0.0,3,0,0.3864077669902913,0.233009708737864,60.900000000000006,42,52.5,58.133333333333326,75.0,31.059,0.5517241379310345,4.684615384615385,1426,1242,502,398,184,True,False,False,True,False,False,False
2025-04-18,86,58,55.0,13,32,93,99,54,486,1:33 AM,9:39 AM,7544,3398,84.0,146,0.0,9.48,148,10.4,7.0,16.0,06:36,20:44,93.0,74.1,45.0,19.0,9.4,4.0,1016.5,1014.5,1013.5,0.0,4,0,0.3950617283950617,0.2037037037037037,57.8,42,55.666666666666664,58.599999999999994,54.55406142092197,31.79,0.5517241379310345,4.446153846153846,93,1244,579,396,289,False,False,True,True,False,False,False
2025-04-19,39,63,26.0,13,31,42,0,38,358,2:10 AM,8:28 AM,45992,6087,84.0,143,0.0,4.01,145,9.5,5.0,14.0,06:33,20:46,93.0,73.0,54.0,20.0,14.2,6.0,1013.5,1010.8,1008.5,0.0,5,1,0.1173184357541899,0.0,43.5,37,47.5,53.33333333333334,55.0,11.31,0.492063492063492,3.3461538461538463,130,1246,508,393,324,False,False,True,False,False,True,False
2025-04-20,73,58,51.0,13,34,67,85,46,481,1:21 AM,9:55 AM,9304,4100,83.0,162,0.0,3.64,96,9.7,3.0,15.0,06:31,20:47,93.0,77.5,59.0,19.0,11.0,4.0,1008.5,1007.7,1007.5,2.2,6,1,0.316008316008316,0.1767151767151767,55.60000000000001,42,46.166666666666664,47.0,39.864042924941046,28.356000000000005,0.5862068965517241,4.276923076923078,81,1247,595,391,274,False,False,True,True,False,False,False
2025-04-21,77,56,77.0,13,32,50,172,52,612,12:32 AM,11:23 AM,5234,2756,83.0,137,0.0,0.0,32,11.4,9.0,14.0,06:29,20:49,100.0,90.4,77.0,15.0,7.2,4.0,1013.5,1009.6,1007.5,1.0,0,0,0.3627450980392157,0.2810457516339869,54.8,44,57.333333333333336,21.73333333333335,74.99333422198526,42.196000000000005,0.5714285714285714,4.2153846153846155,32,1249,683,389,223,True,False,False,False,False,False,True
2025-04-22,74,56,52.0,14,34,49,98,61,739,9:00 PM,10:01 AM,7879,3097,83.0,130,0.0,6.07,32,11.6,8.0,15.0,06:27,20:51,100.0,84.5,63.0,22.0,13.4,2.0,1018.5,1016.4,1013.5,0.0,1,0,0.1989174560216508,0.1326116373477672,51.5,44,57.666666666666664,35.0,64.99523841913313,26.78,0.6071428571428571,3.678571428571429,1260,1251,601,387,9,True,False,False,False,False,False,True
2025-04-23,79,61,57.0,12,35,80,95,64,617,10:37 PM,9:51 AM,9824,3174,83.0,169,5.01,0.0,59,11.9,7.0,15.0,06:25,20:53,100.0,83.7,63.0,15.0,9.0,2.0,1018.5,1015.0,1013.5,5.5,2,0,0.2836304700162074,0.1539708265802269,52.9,39,56.49999999999999,35.53333333333333,59.66391193980258,30.153,0.5737704918032787,4.408333333333333,1357,1253,591,385,104,True,False,False,False,False,False,True
2025-04-24,55,61,31.0,13,35,23,41,50,432,12:05 AM,7:38 AM,7468,2688,83.0,110,0.0,0.0,0,11.1,10.0,13.0,06:23,20:54,100.0,91.9,82.0,24.0,15.8,11.0,1021.5,1018.2,1015.5,2.5,3,0,0.1481481481481481,0.0949074074074074,47.5,39,56.833333333333336,17.400000000000006,84.82326341622372,14.725,0.5737704918032787,3.6538461538461537,5,1254,458,383,191,True,False,False,False,True,False,False
2025-04-25,78,58,63.0,12,36,75,74,37,409,11:14 PM,6:11 AM,11316,4109,82.0,167,8.01,9.68,238,10.4,8.0,13.0,06:21,20:56,93.0,79.4,63.0,17.0,12.6,6.0,1023.5,1022.8,1021.5,1.3,4,0,0.3643031784841076,0.1809290953545232,60.9,42,52.333333333333336,43.06666666666666,74.99333422198526,38.367,0.6206896551724138,5.075,1394,1256,371,381,138,True,False,False,False,True,False,False
2025-04-26,82,60,54.0,12,38,80,113,45,516,12:22 AM,9:14 AM,11464,3867,81.7,142,0.0,12.12,68,11.8,6.0,17.0,06:19,20:58,100.0,78.6,48.0,17.0,11.7,4.0,1023.5,1023.2,1022.5,2.1,5,1,0.374031007751938,0.2189922480620155,60.7,40,58.0,48.93333333333334,44.972734031209576,32.778,0.6333333333333333,5.058333333333334,22,1258,554,379,204,True,False,False,True,False,False,False
2025-04-27,73,58,51.0,13,34,67,85,46,481,10:43 PM,10:15 AM,26573,4699,81.3,154,0.0,12.5,150,14.1,8.0,20.0,06:17,20:59,100.0,65.9,40.0,11.0,6.8,2.0,1027.5,1025.0,1023.5,0.0,6,1,0.316008316008316,0.1767151767151767,55.60000000000001,42,70.16666666666666,62.73333333333332,39.99722228651966,28.356000000000005,0.5862068965517241,4.276923076923078,1363,1259,615,377,104,True,False,False,True,False,False,False
2025-04-28,85,57,85.0,13,38,54,240,65,843,9:04 PM,11:17 AM,3201,2972,81.0,137,0.0,22.49,80,14.4,7.0,21.0,06:15,21:01,100.0,63.8,35.0,19.0,6.8,0.0,1028.5,1027.1,1026.5,0.0,0,0,0.3487544483985765,0.2846975088967972,55.9,43,70.66666666666666,67.46666666666667,29.961915122318388,47.515,0.6666666666666666,4.3,1264,1261,677,375,3,True,False,False,False,False,False,True
2025-04-29,83,56,56.0,13,39,34,93,56,482,10:52 PM,7:05 AM,16306,3896,81.6,188,10.01,6.82,174,15.2,8.0,21.0,06:13,21:03,100.0,68.8,40.0,17.0,8.8,2.0,1028.5,1027.0,1025.5,0.0,1,0,0.2634854771784232,0.1929460580912863,58.10000000000001,44,73.66666666666667,60.79999999999998,34.87448016842143,32.536,0.6964285714285714,4.46923076923077,1372,1263,425,373,109,True,False,False,True,False,False,False
2025-04-30,80,59,57.0,13,38,59,77,44,492,11:23 PM,7:47 AM,6440,3189,82.3,175,0.0,24.07,129,17.7,11.0,24.0,06:11,21:05,94.0,68.1,41.0,15.0,8.5,6.0,1025.5,1023.5,1021.5,0.0,2,0,0.2764227642276423,0.1565040650406504,60.2,41,87.83333333333333,64.6,34.98974439880017,34.31399999999999,0.6440677966101694,4.63076923076923,1403,1265,467,371,138,True,False,False,True,False,False,False
2025-05-01,75,59,61.0,12,40,54,48,39,423,11:04 PM,6:35 AM,12741,3950,82.3,149,5.67,29.52,231,19.5,11.0,27.0,06:09,21:06,100.0,63.1,30.0,19.0,7.8,0.0,1021.5,1018.3,1015.5,0.0,3,0,0.2411347517730496,0.1134751773049645,60.3,41,95.83333333333334,71.26666666666668,19.94793360984781,36.782999999999994,0.6779661016949152,5.0249999999999995,1384,1266,395,369,118,True,False,False,False,True,False,False
2025-05-02,44,63,28.0,14,36,35,22,41,392,1:51 AM,8:42 AM,7531,3462,82.4,163,0.0,0.0,146,17.9,12.0,24.0,06:07,21:08,100.0,67.2,38.0,22.0,9.5,0.0,1015.5,1014.4,1013.5,0.0,4,0,0.1454081632653061,0.0561224489795918,46.099999999999994,37,89.83333333333333,63.20000000000002,39.99722228651966,12.907999999999998,0.5714285714285714,3.2928571428571423,111,1268,522,367,283,False,False,True,False,True,False,False
2025-05-03,82,59,64.0,13,37,56,89,33,448,11:20 PM,6:52 AM,11128,4192,82.4,142,0.0,74.13,267,12.7,9.0,17.0,06:05,21:10,82.0,65.7,42.0,28.0,14.9,4.0,1015.5,1012.6,1010.5,0.0,5,1,0.3236607142857143,0.1986607142857142,64.0,41,64.5,73.53333333333335,59.9625175616648,40.96,0.6271186440677966,4.923076923076923,1400,1270,412,365,130,True,False,False,False,True,False,False
2025-05-04,46,62,22.0,15,34,84,28,47,448,1:50 AM,9:46 AM,3926,2753,82.5,131,0.0,0.0,29,10.1,6.0,13.0,06:03,21:11,87.0,67.1,51.0,28.0,19.3,9.0,1016.5,1014.9,1013.5,0.0,6,1,0.25,0.0625,44.5,38,48.50000000000001,63.26666666666668,64.82898920986204,9.79,0.5483870967741935,2.966666666666667,110,1271,586,363,279,False,False,True,False,True,False,False
2025-05-05,86,58,84.0,13,35,69,105,48,606,11:25 PM,9:31 AM,23412,3611,82.5,165,8.02,0.0,110,9.5,4.0,15.0,06:01,21:13,93.0,63.6,38.0,31.0,16.6,0.0,1022.5,1018.9,1016.5,0.0,0,0,0.2871287128712871,0.1732673267326732,60.5,42,47.5,70.26666666666668,45.0,50.82,0.603448275862069,4.653846153846154,1405,1273,571,361,132,True,False,False,False,False,False,True
2025-05-06,82,58,49.0,13,34,57,113,61,508,12:26 AM,9:01 AM,9466,3366,82.6,133,0.0,14.63,94,9.5,4.0,13.0,05:59,21:15,87.0,72.2,58.0,22.0,14.5,6.0,1023.5,1022.7,1022.5,0.0,1,0,0.3346456692913386,0.2224409448818897,54.7,42,44.16666666666667,55.20000000000002,54.63114137061267,26.803,0.5862068965517241,4.207692307692308,26,1275,541,359,191,True,False,False,True,False,False,False
2025-05-07,89,56,67.0,13,34,81,115,42,488,11:56 PM,8:11 AM,19131,4076,82.1,174,9.03,20.27,241,11.1,7.0,16.0,05:58,21:16,87.0,69.3,52.0,24.0,15.5,7.0,1023.5,1021.8,1020.5,0.0,2,0,0.4016393442622951,0.235655737704918,63.2,44,56.833333333333336,61.133333333333326,54.94077970788516,42.34400000000001,0.6071428571428571,4.861538461538462,1436,1276,491,358,160,True,False,False,True,False,False,False
2025-05-08,75,60,50.0,13,33,61,50,34,407,12:21 AM,7:15 AM,13169,3931,82.4,157,6.58,30.75,254,13.1,8.0,19.0,05:56,21:18,93.0,63.7,34.0,22.0,13.3,9.0,1020.5,1019.3,1018.5,0.0,3,0,0.2727272727272727,0.1228501228501228,59.7,40,66.83333333333334,72.86666666666667,44.951536503428784,29.85,0.55,4.592307692307692,21,1278,435,356,183,True,False,False,False,True,False,False
2025-05-09,72,62,42.0,14,34,37,78,46,420,12:17 AM,7:53 AM,7296,2618,82.1,119,0.0,0.0,2,14.3,8.0,19.0,05:54,21:20,81.0,53.5,37.0,24.0,15.8,7.0,1022.5,1021.3,1020.5,0.0,4,0,0.2738095238095238,0.1857142857142857,55.2,38,68.83333333333333,85.66666666666667,44.806401337353144,23.184,0.5483870967741935,3.942857142857143,17,1280,473,354,177,True,False,False,False,True,False,False
2025-05-10,87,59,60.0,13,34,111,90,41,474,12:12 AM,8:21 AM,6898,2681,81.8,116,0.0,0.0,0,15.8,8.0,21.0,05:52,21:21,81.0,53.2,35.0,26.0,15.2,6.0,1022.5,1020.3,1017.5,0.0,5,1,0.4240506329113924,0.189873417721519,62.7,41,74.66666666666666,87.2,34.56810156098683,37.62,0.576271186440678,4.823076923076924,12,1281,501,352,171,True,False,False,False,True,False,False
2025-05-11,75,58,48.0,13,37,64,63,38,443,12:13 AM,7:59 AM,7742,2387,81.8,101,0.0,0.0,0,18.2,11.0,24.0,05:51,21:23,76.0,48.7,25.0,28.0,16.6,6.0,1017.5,1014.4,1011.5,0.0,6,1,0.2866817155756208,0.1422121896162528,59.7,42,88.66666666666667,99.8,34.87448016842143,28.656,0.6379310344827587,4.592307692307692,13,1283,479,351,170,True,False,False,False,True,False,False
2025-05-12,81,60,44.0,13,35,86,76,39,447,12:40 AM,8:09 AM,8979,2698,81.9,116,0.0,0.0,0,19.0,13.0,24.0,05:49,21:25,67.0,46.9,31.0,24.0,18.4,11.0,1015.5,1013.4,1012.5,0.0,0,0,0.3624161073825503,0.1700223713646532,61.2,40,93.33333333333334,96.6,44.92429452713899,26.928,0.5833333333333334,4.707692307692308,40,1285,489,349,195,True,False,False,False,True,False,False
2025-05-13,72,61,37.0,13,34,77,44,36,394,2:15 AM,8:50 AM,4365,2707,81.9,145,0.0,0.0,33,17.3,12.0,22.0,05:47,21:26,67.0,45.5,31.0,28.0,19.9,15.0,1019.5,1018.3,1016.5,0.0,1,0,0.3071065989847715,0.1116751269035533,58.2,39,85.49999999999999,95.66666666666669,49.97000899460404,21.534,0.5573770491803278,4.476923076923077,135,1286,530,347,289,False,False,True,False,True,False,False
2025-05-14,70,58,54.0,14,33,73,31,47,477,1:42 AM,9:57 AM,2629,2622,81.9,120,0.0,0.0,2,13.8,10.0,19.0,05:46,21:28,82.0,69.0,45.0,28.0,17.4,7.0,1020.5,1020.0,1019.5,0.0,2,0,0.2180293501048218,0.0649895178197065,53.8,42,71.33333333333333,69.33333333333334,54.8188830003802,29.052,0.5689655172413793,3.8428571428571425,102,1288,597,346,254,False,False,True,False,True,False,False
2025-05-15,79,58,62.0,13,33,68,48,51,475,3:21 AM,11:23 AM,2447,2589,81.9,120,0.0,0.0,10,12.6,7.0,18.0,05:44,21:29,93.0,66.4,37.0,31.0,22.2,13.0,1024.5,1021.2,1019.5,0.0,3,0,0.2442105263157894,0.1010526315789473,56.2,42,62.666666666666664,69.06666666666666,44.99696978044453,34.843999999999994,0.5689655172413793,4.323076923076923,201,1289,683,344,352,False,False,True,False,True,False,False
2025-05-16,90,55,65.0,13,34,92,123,44,574,2:36 AM,12:12 PM,7981,2586,82.0,109,0.0,0.0,0,10.6,6.0,14.0,05:43,21:31,100.0,80.0,63.0,26.0,15.8,6.0,1024.5,1022.5,1020.5,0.0,4,0,0.3745644599303135,0.2142857142857142,63.0,45,51.00000000000001,38.0,59.85028020023053,40.95,0.6181818181818182,4.846153846153846,156,1291,732,343,305,False,False,True,True,False,False,False
2025-05-17,88,55,56.0,13,34,92,123,56,536,1:12 AM,10:21 AM,9005,2966,82.0,145,0.0,0.0,51,12.7,9.0,17.0,05:41,21:32,100.0,77.9,55.0,26.0,16.1,6.0,1020.5,1019.0,1018.5,0.0,5,1,0.4011194029850746,0.2294776119402985,58.60000000000001,45,64.5,44.73333333333332,59.9625175616648,32.816,0.6181818181818182,4.5076923076923086,72,1292,621,341,220,True,False,False,True,False,False,False
2025-05-18,87,55,55.0,13,34,71,97,41,468,1:26 AM,9:14 AM,6733,2649,82.0,116,0.0,0.0,0,13.9,11.0,18.0,05:40,21:34,88.0,72.9,55.0,26.0,15.6,9.0,1019.5,1017.9,1017.5,0.0,6,1,0.358974358974359,0.2072649572649572,62.7,45,71.5,56.06666666666666,64.82898920986204,34.485,0.6181818181818182,4.823076923076924,86,1294,554,340,232,True,False,False,False,True,False,False
2025-05-19,89,52,69.0,12,36,71,141,44,519,11:45 PM,8:31 AM,13199,3040,81.7,151,8.5,0.0,112,15.1,8.0,20.0,05:38,21:35,100.0,66.4,40.0,24.0,13.1,4.0,1021.5,1020.2,1019.5,0.0,0,0,0.4084778420038535,0.2716763005780346,63.2,48,71.83333333333334,62.400000000000006,39.66482507414656,43.608,0.6923076923076923,5.266666666666667,1425,1295,511,338,130,True,False,False,True,False,False,False
2025-05-20,94,53,70.0,12,38,84,132,40,542,11:09 PM,8:16 AM,9078,3209,81.4,131,0.0,14.81,89,14.9,9.0,20.0,05:37,21:37,94.0,66.9,35.0,26.0,14.1,6.0,1020.5,1019.1,1018.5,0.0,1,0,0.3985239852398524,0.2435424354243542,67.0,47,73.16666666666666,69.4,44.951536503428784,46.9,0.7169811320754716,5.583333333333333,1389,1297,496,337,92,True,False,False,True,False,False,False
